-----
{
 "description": "More than 1 Lakh Community Service Centers(CSC) with Broadband Connectivity are envisaged. These are last mile kiosk for providing e-services to citizens. The CSCs have been established in PPP mode where Service Center Agencies(SCA) have been selected to run the kiosk. District Wise CSC Roll out...", 
 "file_name": "District_wise_CSC_rollout_and_connectivity.csv", 
 "title": "District Wise Community Service Centers(CSC) Roll out and Connectivity ", 
 "url": "http://data.gov.in/sites/default/files/District_wise_CSC_rollout_and_connectivity.csv"
}
-----
 State , Service Centre Agency, Divisions / Zones , Name of Districts  , Total CSCs to be set up , Roll Out as on 30th Sept 2012 , CSCs Connected  , BSNL, VSAT, Data Card, Others
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Ballia,5,5,5,0,0,0,5
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Balrampur,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Banda,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Barabanki,5,5,5,0,0,0,5
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Bareilly,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Basti,35,35,35,0,0,0,35
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Bijnor,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Budaun,6,6,6,0,0,0,6
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Bullandshahar,18,18,18,0,0,0,18
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Chandauli,9,9,9,0,0,0,9
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Chitrakoot,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Deoria,5,5,5,0,0,0,5
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Etah,13,13,13,0,0,0,13
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Etawah,3,3,3,0,0,0,3
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Faizabad,8,8,8,0,0,0,8
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Farukkhabad,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Fatehpur,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Firozabad,5,5,5,0,0,0,5
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Gautambudh Nagar,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Ghaziabad,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Ghazipur,7,7,7,0,0,0,7
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Gonda,36,36,36,0,0,0,36
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Gorakhpur,4,4,4,0,0,0,4
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Hamirpur,35,35,35,0,0,0,35
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Hardoi,35,35,35,0,0,0,35
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Hathras,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,J.P. Nagar,5,5,5,0,0,0,5
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Jalaun,17,17,17,0,0,0,17
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Jaunpur,3,3,3,0,0,0,3
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Jhansi,17,17,17,0,0,0,17
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Kannauj,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Kanpur Dehat,22,22,22,0,0,0,22
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Kanpur Nagar,2,2,2,0,0,0,2
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Kaushambi,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Kushinagar,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Lakhimpur Kheri,7,7,7,0,0,0,7
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Lalitpur,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Lucknow,25,25,25,0,0,0,25
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Maharajganj,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Mahoba,3,3,3,0,0,0,3
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Mainpuri,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Mathura,10,10,10,0,0,0,10
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Mau,4,4,4,0,0,0,4
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Meerut,18,18,18,0,0,0,18
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Mirzapur,4,4,4,0,0,0,4
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Mordabad,9,9,9,0,0,0,9
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Muzaffarnagar,23,23,23,0,0,0,23
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Pilibhit,15,15,15,0,0,0,15
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Pratapgarh,8,8,8,0,0,0,8
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Raebareli,25,25,25,0,0,0,25
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Rampur,3,3,3,0,0,0,3
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Saharanpur,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Sant Kabir Nagar,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Sant Ravidas Nagar,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Shahjahanpur,26,26,26,0,0,0,26
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Shravasti,0,0,0,0,0,0,0
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Siddarthnagar,2,2,2,0,0,0,2
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Sitapur,120,120,120,0,0,0,120
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Sonbhadra,22,22,22,0,0,0,22
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Sultanpur,150,150,150,0,0,0,150
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Unnao,12,12,12,0,0,0,12
Uttar Pradesh,Lokvani Kendra,Uttar Pradesh,Varanasi,11,11,11,0,0,0,11
Uttarakhand,Reliance Communications,Pauri,Almora,379,379,242,101,29,63,49
Uttarakhand,Reliance Communications,Pauri,Bageshwar,159,159,85,17,32,5,31
Uttarakhand,Reliance Communications,Pauri,Chamoli,208,208,82,46,5,4,27
Uttarakhand,Reliance Communications,Pauri,Haridwar,104,237,183,66,0,37,80
Uttarakhand,Reliance Communications,Pauri,Pauri Garhwal,544,549,224,93,10,10,111
Uttarakhand,Reliance Communications,Kumoun,Champawat,115,118,89,32,19,7,31
Uttarakhand,Reliance Communications,Kumoun,Nainital,191,206,170,89,14,44,23
Uttarakhand,Reliance Communications,Kumoun,Pithoragarh,279,279,159,94,13,6,46
Uttarakhand,Reliance Communications,Kumoun,Udham Singh Nagar,119,194,172,119,0,6,47
Uttarakhand,SCA terminated,Dehradun,Dehradun,706,0,0,0,0,0,0
Uttarakhand,SCA terminated,Dehradun,Rudraprayag,0,0,0,0,0,0,0
Uttarakhand,SCA terminated,Dehradun,Tehri Garhwal,0,0,0,0,0,0,0
Uttarakhand,SCA terminated,Dehradun,Uttarkashi,0,0,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-1,Coochbehar,245,247,5609,944,2079,1315,1271
West Bengal,SREI Sahaj,Zone-1,Darjeeling,256,69,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-1,Jalpaiguri,279,279,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-2,Dakshin Dinapur,138,128,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-2,Malda,306,310,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-2,Uttar Dinajpur,205,167,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-3,Murshidabad,540,498,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-3,Nadia,395,412,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-4,North 24 Parganas,395,420,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-4,Paschim Medinipur,571,458,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-5,Burdwan,553,559,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-5,Purulia,341,272,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-6,Howrah,327,309,0,0,0,0,0
West Bengal,SREI Sahaj,Zone-6,South 24 Parganas,651,670,0,0,0,0,0
West Bengal,SREI Sahaj,Zone - 7,Bankura,398,229,0,0,0,0,0
West Bengal,SREI Sahaj,Zone - 7,Hooghly,434,419,0,0,0,0,0
West Bengal,SREI Sahaj,Zone - 8,Birbhum,327,204,0,0,0,0,0
West Bengal,SREI Sahaj,Zone - 8,Purba Medinipur,436,470,0,0,0,0,0
