-----
{
 "description": "Approved Outlay, Revised Outlay & Expenditure State-wise and Sector-wise for major Heads of Development for the Annual Plan 2007-08 (all figures are in Rs. Lakh)", 
 "file_name": "spoutlay_0708_ds.xls", 
 "title": "State wise/Sector wise Approved Outlay, Revised Outlay and Expenditure for Annual Plan 2007-08 ", 
 "url": "http://data.gov.in/sites/default/files/spoutlay_0708_ds.xls"
}
-----
"sl_no","Fin_year","Major_head","HeadsofDevelopment-all-figures-in-Rs-lakhs","Andhra-Pradesh-Approved-Outlay","Andhra-Pradesh-Revised-Outlay","Andhra-Pradesh-Expenditure","Arunachal-Pradesh-Approved-Outlay","Arunachal-Pradesh-Revised-Outlay","Arunachal-Pradesh-Expenditure","Assam-Approved-Outlay","Assam-Revised-Outlay","Assam-Expenditure","Bihar-Approved-Outlay","Bihar-Revised-Outlay","Bihar-Expenditure","Chhatisgarh-Approved-Outlay","Chhatisgarh-Revised-Outlay","Chhatisgarh-Expenditure","Goa-Approved-Outlay","Goa-Revised-Outlay","Goa-Expenditure","Gujarat-Approved-Outlay","Gujarat-Revised-Outlay","Gujarat-Expenditure","Haryana-Approved-Outlay","Haryana-Revised-Outlay","Haryana-Expenditure","Himachal-pradesh-Approved-Outlay","Himachal-pradesh-Revised-Outlay","Himachal-pradesh-Expenditure","Jammu-Kashmir-Approved-Outlay","Jammu-Kashmir-Revised-Outlay","Jammu-Kashmir-Expenditure","Jharkhand-Approved-Outlay","Jharkhand-Revised-Outlay","Jharkhand-Expenditure","Karnataka-Approved-Outlay","Karnataka-Revised-Outlay","Karnataka-Expenditure","Kerala-Approved-Outlay","Kerala-Revised-Outlay","Kerala-Expenditure","MP-Approved-Outlay","MP-Revised-Outlay","MP-Expenditure","Maharashtra-Approved-Outlay","Maharashtra-Revised-Outlay","Maharashtra-Expenditure","Manipur-Approved-Outlay","Manipur-Revised-Outlay","Manipur-Expenditure","Meghalaya-Approved-Outlay","Meghalaya-Revised-Outlay","Meghalaya-Expenditure","Mizoram-Approved-Outlay","Mizoram-Revised-Outlay","Mizoram-Expenditure","Nagaland-Approved-Outlay","Nagaland-Revised-Outlay","Nagaland-Expenditure","Orissa-Approved-Outlay","Orissa-Revised-Outlay","Orissa-Expenditure","Punjab-Approved-Outlay","Punjab-Revised-Outlay","Punjab-Expenditure","Rajasthan-Approved-Outlay","Rajasthan-Revised-Outlay","Rajasthan-Expenditure","Sikkim-Approved-Outlay","Sikkim-Revised-Outlay","Sikkim-Expenditure","TamilNadu-Approved-Outlay","TamilNadu-Revised-Outlay","TamilNadu-Expenditure","Tripura-Approved-Outlay","Tripura-Revised-Outlay","Tripura-Expenditure","UP-Approved-Outlay","UP-Revised-Outlay","UP-Expenditure","Uttrakhand-Approved-Outlay","Uttrakhand-Revised-Outlay","Uttrakhand-Expenditure","WB-Approved-Outlay","WB-Revised-Outlay","WB-Expenditure","Total-States-Approved-Outlay","Total-States-Revised-Outlay","Total-States-Expenditure","AandN-Islands-Approved-Outlay","AandN-Islands-Revised-Outlay","AandN-Islands-Expenditure","Chandigarh-Approved-Outlay","Chandigarh-Revised-Outlay","Chandigarh-Expenditure","DandN-Haveli-Approved-Outlay","DandN-Haveli-Revised-Outlay","DandN-Haveli-Expenditure","DandDiu-Approved-Outlay","DandDiu-Revised-Outlay","DandDiu-Expenditure","Delhi-Approved-Outlay","Delhi-Revised-Outlay","Delhi-Expenditure","Lakshadweep-Approved-Outlay","Lakshadweep-Revised-Outlay","Lakshadweep-Expenditure","Puducherry-Approved-Outlay","Puducherry-Revised-Outlay","Puducherry-Expenditure","Total-UTs-Approved-Outlay","Total-UTs-Revised-Outlay","Total-UTs-Expenditure","Total-States-UTs-Approved-Outlay","Total-States-UTs-Revised-Outlay","Total-States-UTs-Expenditure"
"IX","2007-08","GENERAL ECONOMIC SERVICES","TOTAL - (IX)",134389.95,134389.95,122857.89,58825.68,10420.51,10088.77,36149.0,36149.0,29414.72,60671.92,60671.92,17205.95,25263.22,25263.22,48497.2,4178.0,4178.0,3136.06,33469.0,33469.0,35313.69,11237.0,4676.5,5153.02,6906.0,6906.0,7722.51,57090.74,57090.74,30941.75,8053.5,8053.5,7091.3,18654.0,18654.0,47417.23,18051.0,18051.0,18328.54,30314.75,30314.75,31147.49,55582.39,55582.39,49043.0,54023.5,2170.68,51470.61,4500.0,3062.0,2449.1,5614.0,3482.0,3450.94,18095.5,5330.21,4975.52,29137.89,25794.15,26013.78,26206.32,26206.32,22671.55,14867.88,17843.91,69386.59,4462.0,2557.0,2259.73,6935.44,12235.43,21870.84,8875.98,1151.38,1116.53,40891.0,11771.0,10186.51,14839.04,8416.04,8289.54,6020.0,3449.65,3157.49,793304.7,627340.25,690657.85,1552.29,1552.29,1743.63,282.0,282.0,422.22,221.0,221.0,258.04,171.0,171.0,205.25,3602.0,3602.0,2206.44,214.0,214.0,47.8,3602.0,3367.75,3362.0,9644.29,9410.04,8245.38,802948.99,636750.29,698903.23
"X","2007-08","SOCIAL SERVICES","Education: 1. General Education",73211.51,73211.51,63115.72,12504.0,17195.82,15818.07,6906.0,6906.0,6385.09,29451.0,29451.0,29952.19,128416.21,128416.21,89364.23,6153.62,6153.62,6654.71,72981.0,72981.0,65517.2,54000.0,60410.0,60886.07,25467.0,25467.0,21525.5,32526.0,32526.0,28080.02,53845.0,53845.0,63576.0,137604.0,137604.0,124078.21,11186.0,11186.0,9392.69,176465.97,176465.97,117221.0,65618.11,65618.11,48840.0,5804.0,9323.9,5697.21,7800.0,8650.0,8996.08,9650.0,10605.0,10661.57,3636.0,3794.0,3693.96,27985.21,32390.16,33738.33,37334.39,37334.39,21279.35,40619.07,54746.56,55655.91,8879.5,9380.5,9087.02,83642.1,63517.45,61107.96,9718.31,9247.86,5247.85,176973.0,174513.0,137652.37,46913.02,50791.02,51473.8,46364.0,60580.82,64859.3,1391654.02,1422311.9,1219557.41,4493.0,4493.0,4613.34,2540.0,2540.0,3090.17,970.0,970.0,1585.61,471.0,471.0,489.35,54000.0,54000.0,55708.7,943.0,943.0,713.15,7393.16,7224.87,5668.72,70810.16,70641.87,71869.04,1462464.18,1492953.77,1291426.45
"X","2007-08","SOCIAL SERVICES","Education: 2. Technical Education",8692.5,8692.5,5907.04,0.0,0.0,0.0,150.0,150.0,41.52,2431.5,2431.5,4341.07,3970.28,3970.28,1943.13,1994.0,1994.0,1838.69,17800.0,17800.0,13895.19,12000.0,12000.0,12215.44,2645.0,2645.0,2752.9,1276.3,1276.3,561.58,6855.0,6855.0,6432.0,10829.0,10829.0,10537.6,2996.0,2996.0,3521.17,7347.0,7347.0,4403.5,14753.76,14753.76,6302.0,138.0,1638.0,136.61,400.0,400.0,187.6,346.0,362.0,338.09,519.0,519.0,119.6,1801.8,1208.4,1826.52,2655.0,2655.0,0.0,2229.04,2481.01,2384.14,1100.0,900.0,619.1,4462.0,2883.67,883.49,41.38,0.0,145.71,12272.0,9772.0,8926.65,6545.52,6545.52,3751.39,11058.0,9691.0,8906.04,137308.08,132795.94,102917.77,1074.0,1074.0,964.02,813.0,813.0,846.35,246.0,246.0,115.11,202.0,202.0,188.49,15650.0,15650.0,9527.04,0.0,0.0,0.0,3507.08,3050.38,4645.73,21492.08,21035.38,16286.74,158800.16,153831.32,119204.51
"X","2007-08","SOCIAL SERVICES","Education: 3. Sports & Youth Services ",9204.0,9204.0,9951.84,289.0,1132.1,559.0,2840.0,2840.0,2105.23,1192.0,1192.0,821.2,4225.98,4225.98,1957.68,1125.0,1125.0,1481.09,1952.26,1952.26,1963.49,2000.0,1800.0,1800.0,951.0,951.0,1496.26,1100.0,1100.0,978.27,21676.0,21676.0,17897.0,2139.0,2139.0,2610.45,482.0,482.0,1755.19,2500.0,2500.0,3969.86,12101.65,12101.65,14122.0,1433.8,4077.3,1627.3,1100.0,1133.0,1127.73,1540.0,1503.0,915.21,1851.0,1908.0,2040.04,600.0,500.0,801.36,1460.1,1460.1,508.52,378.95,1043.09,1022.86,730.0,740.0,736.61,2123.09,2123.09,1385.63,282.26,0.0,372.54,6373.0,6373.0,5336.78,7707.46,8487.46,6845.02,6140.0,3549.17,2805.66,95497.55,97318.2,88993.82,203.0,203.0,233.64,668.0,668.0,1189.56,12.0,12.0,11.09,63.0,63.0,65.66,4840.0,4840.0,7643.07,61.0,61.0,61.96,967.93,1023.46,929.92,6814.93,6870.46,10134.9,102312.48,104188.66,99128.72
"X","2007-08","SOCIAL SERVICES","Education: 4. Art & Culture",3556.49,3556.49,1051.73,545.0,1129.6,1086.6,1470.0,1470.0,356.84,1752.0,1752.0,1135.03,844.06,844.06,827.36,2331.38,2331.38,1757.87,3041.74,3041.74,1710.69,81.5,99.5,76.89,650.0,650.0,572.42,750.0,750.0,1504.65,3055.0,3055.0,1083.0,9519.0,9519.0,9461.73,1426.0,1426.0,855.65,1412.0,1412.0,3448.76,3221.42,3221.42,3568.0,1125.0,2855.0,1255.0,675.0,650.0,541.09,280.0,279.0,238.09,477.0,477.0,477.0,1745.0,1865.0,2050.6,883.5,883.5,1028.34,2290.11,2728.86,3456.35,700.0,725.0,652.14,1734.85,1734.85,390.02,38.65,0.0,55.33,6361.0,15382.0,15087.11,3458.52,3458.52,776.68,1809.28,2340.37,1936.63,55233.5,67637.29,56441.6,220.0,220.0,271.36,224.0,224.0,175.64,13.0,13.0,13.06,32.0,32.0,71.11,1700.0,1700.0,1701.82,137.0,137.0,238.29,450.0,451.0,441.83,2776.0,2777.0,2913.11,58009.5,70414.29,59354.71
"X","2007-08","SOCIAL SERVICES","Education: SubTotal (Education)",94664.5,94664.5,80026.33,13338.0,19457.52,17463.67,11366.0,11366.0,8888.68,34826.5,34826.5,36249.49,137456.53,137456.53,94092.4,11604.0,11604.0,11732.36,95775.0,95775.0,83086.57,68081.5,74309.5,74978.4,29713.0,29713.0,26347.08,35652.3,35652.3,31124.52,85431.0,85431.0,88988.0,160091.0,160091.0,146687.99,16090.0,16090.0,15524.7,187724.97,187724.97,129043.12,95694.94,95694.94,72832.0,8500.8,17894.2,8716.12,9975.0,10833.0,10852.5,11816.0,12749.0,12152.96,6483.0,6698.0,6330.6,32132.01,35963.56,38416.81,42332.99,42332.99,22816.21,45517.17,60999.52,62519.26,11409.5,11745.5,11094.87,91962.04,70259.06,63767.1,10080.6,9247.86,5821.43,201979.0,206040.0,167002.91,64624.52,69282.52,62846.89,65371.28,76161.36,78507.63,1679693.15,1720063.33,1467910.6,5990.0,5990.0,6082.36,4245.0,4245.0,5301.72,1241.0,1241.0,1724.87,768.0,768.0,814.61,76190.0,76190.0,74580.63,1141.0,1141.0,1013.4,12318.17,11749.71,11686.2,101893.17,101324.71,101203.79,1781586.32,1821388.04,1569114.39
"X","2007-08","SOCIAL SERVICES","5. Medical & Public Health",76027.84,76027.84,66394.22,2175.0,5554.95,3014.66,13532.0,18979.0,7043.5,25836.93,25836.93,25705.82,42849.82,42849.82,24180.7,4983.0,4983.0,4568.75,56520.0,56520.0,57849.2,11574.0,10874.0,12042.14,22264.8,22264.8,22429.81,22097.66,22097.66,19816.41,28100.0,28100.0,19436.0,61706.0,61706.0,61707.47,8380.0,8380.0,8842.62,24531.0,24531.0,16990.39,101768.44,101768.44,52298.0,2276.72,4402.0,1774.19,5000.0,6040.0,6038.26,4500.0,4275.0,4181.17,1891.0,2256.89,2281.89,11480.74,13463.66,11826.29,10321.53,10321.53,324.4,29519.08,29588.43,31988.3,2900.0,2920.0,2709.73,46914.51,46914.51,45237.02,10189.19,8452.41,6035.19,171417.0,171477.0,149360.46,28565.5,34375.1,26518.81,47801.0,43533.1,31839.72,875122.76,888493.07,722435.12,3407.0,3407.0,3870.51,4098.0,4098.0,4341.68,663.0,663.0,1154.8,413.0,413.0,576.34,99500.0,99500.0,86437.35,440.0,440.0,184.27,13585.0,13364.99,13364.11,122106.0,121885.99,109929.06,997228.76,1010379.06,832364.18
"X","2007-08","SOCIAL SERVICES","6. Water Supply & Sanitation",83186.0,73186.0,69755.4,2905.0,5126.62,4264.76,7308.0,6819.0,5904.79,27657.85,27657.85,27732.75,32134.89,32134.89,27306.42,16542.0,16542.0,10515.47,122000.0,122000.0,134347.93,63200.0,56600.0,56484.86,18927.0,18927.0,32513.77,13298.98,13298.98,9885.01,20500.0,20500.0,17029.0,76359.0,76359.0,54698.14,91295.0,91295.0,59380.67,30739.0,30739.0,35586.8,91695.02,91695.02,78936.0,7849.0,11249.0,8156.19,4700.0,5334.0,5124.0,5250.0,9780.0,6858.57,1155.0,1155.0,3114.18,24357.0,24281.0,35686.23,27903.3,27903.3,13887.4,64551.93,83315.94,100009.18,3358.5,3625.79,3080.42,57389.42,57389.42,67683.44,6689.69,3914.77,4552.12,82939.0,82939.0,73178.02,27565.04,33800.04,22729.81,32570.0,34070.0,29934.4,1044025.62,1061637.62,998335.73,2954.8,2954.8,4918.46,855.48,855.48,376.28,516.0,516.0,885.86,345.0,345.0,372.59,126800.0,126800.0,134597.0,385.0,385.0,1221.01,8126.82,3665.7,3628.12,139983.1,135521.98,145999.32,1184008.72,1197159.6,1144335.05
"X","2007-08","SOCIAL SERVICES","7. Housing (incl. Police Housing)                       ",485317.0,485317.0,278051.86,2285.0,3742.0,2706.9,9958.0,9780.0,9922.65,38898.16,38898.16,41266.49,5176.5,5176.5,3912.98,1076.95,1076.95,302.06,91742.0,91742.0,97316.99,6202.0,7217.0,6537.6,5320.0,5320.0,0.0,350.0,350.0,350.0,300.0,300.0,300.0,63683.0,63683.0,63366.37,3128.0,3128.0,1199.86,6288.24,6288.24,6935.21,28775.65,28775.65,91745.0,903.73,5303.0,783.0,1403.16,700.0,690.72,1609.0,1810.0,1487.77,6182.5,7316.92,9246.71,6964.43,17520.01,25964.4,1016.0,1016.0,3465.27,13680.01,13795.0,32969.46,750.0,681.6,2217.47,23590.18,23590.18,11192.33,3876.38,4775.83,5317.32,40589.0,41675.0,39765.66,500.02,500.02,69.87,6760.1,13719.0,12149.69,856325.01,883197.06,749233.64,1525.0,1525.0,1943.69,740.0,740.0,2271.11,202.0,202.0,17.73,138.0,138.0,217.0,134940.0,134940.0,19193.37,609.0,609.0,455.99,9909.25,7563.59,8703.77,148063.25,145717.59,32802.66,1004388.26,1028914.65,782036.3
"X","2007-08","SOCIAL SERVICES","8. Urban Development (incl. State Capital Projects & slum Area Development )",146458.39,128612.28,142703.1,626.0,1072.4,1070.08,9899.0,10199.0,5758.38,33667.5,33667.5,24890.66,50162.2,50162.2,28917.07,13229.0,13229.0,4559.61,171634.0,171634.0,187378.42,19712.5,19712.5,22375.32,2707.0,2707.0,0.0,17594.07,17594.07,35124.06,34500.0,34500.0,20658.0,168732.0,168732.0,126360.57,47970.0,47970.0,12818.47,66064.0,66064.0,72399.01,225927.11,225927.11,245357.0,2627.0,4319.0,2711.59,3043.0,2236.0,1884.77,5769.0,2528.0,1829.13,4242.0,4410.32,4247.0,25264.03,16980.99,28835.11,12557.1,12557.1,16161.55,96294.68,94535.41,105513.98,2300.0,2437.83,1210.17,89926.67,72380.0,69838.72,3171.17,3169.39,3766.36,219292.0,168872.0,175336.12,39153.94,20114.79,1161.59,174538.0,128061.53,115527.2,1687061.36,1524385.42,1458393.04,2640.0,2640.0,1980.31,8724.0,8724.0,10590.92,159.0,159.0,143.0,212.0,212.0,200.7,0.0,0.0,134233.33,388.0,388.0,130.02,28171.0,9831.93,7185.02,40294.0,21954.93,154463.3,1727355.36,1546340.35,1612856.34
"X","2007-08","SOCIAL SERVICES","9. Information & Publicity",1500.0,1500.0,5240.05,157.0,228.0,232.3,272.0,272.0,246.43,365.0,365.0,437.54,60.0,60.0,60.0,900.0,900.0,1376.16,1300.0,1300.0,1395.34,950.0,950.0,1524.0,490.0,490.0,486.45,325.6,325.6,327.68,360.0,360.0,343.0,710.0,710.0,805.65,286.0,286.0,586.28,80.0,80.0,280.47,695.59,695.59,55.0,115.0,115.0,115.0,300.0,300.0,264.2,250.0,238.0,237.65,422.0,611.08,611.08,492.5,700.0,614.62,1000.0,1000.0,495.16,25.0,25.0,23.6,500.0,500.0,499.45,202.49,202.49,169.23,786.43,873.07,934.13,54.0,54.0,16.64,366.1,366.1,127.62,639.5,656.82,534.95,13604.21,14163.75,18039.68,300.0,300.0,90.25,18.0,18.0,30.0,9.0,9.0,7.49,18.0,18.0,31.99,0.0,0.0,0.0,56.0,56.0,50.97,200.0,120.0,105.14,601.0,521.0,315.84,14205.21,14684.75,18355.52
"X","2007-08","SOCIAL SERVICES","10. Development of SCs, STs & OBCs",146517.21,146527.21,125973.29,0.0,0.0,0.0,5645.0,7945.0,4300.84,12559.0,12559.0,18445.51,25551.0,25551.0,22340.53,438.5,438.5,289.64,58500.0,58500.0,57108.19,10000.0,9500.0,9558.3,3437.0,3437.0,2368.83,1250.0,1250.0,1245.37,13500.0,13500.0,12278.0,66161.0,66161.0,85651.01,20469.0,20469.0,19660.82,31206.68,31206.68,39496.52,176286.37,176286.37,70253.0,2450.0,3031.0,2152.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,17333.0,17070.0,18312.64,11820.0,11820.0,5488.19,17420.1,24783.62,20002.89,933.0,933.0,720.71,55950.13,62806.04,58096.55,4551.74,4477.0,5336.76,79575.0,82305.0,57379.92,15302.46,15302.46,13497.7,13714.0,14112.82,13201.25,790582.19,809983.7,663170.46,690.8,690.8,304.44,90.0,90.0,97.47,0.0,0.0,0.0,35.0,35.0,55.32,5000.0,5000.0,5005.74,0.0,0.0,0.0,1947.0,2120.73,2167.42,7762.8,7936.53,7630.39,798344.99,817920.23,670800.85
"X","2007-08","SOCIAL SERVICES","11. Labour & Employment",1575.84,1575.84,2549.35,158.0,264.0,263.89,4259.0,4430.0,338.55,40724.4,40724.4,789.56,4729.91,4729.91,3524.05,716.5,716.5,745.58,26620.0,26620.0,16195.46,7058.0,6153.0,117.0,63.0,63.0,60.74,9667.03,9667.03,2625.79,3081.07,3081.07,1976.0,8050.0,8050.0,9570.36,1820.0,1820.0,1820.51,3896.46,3896.46,4069.91,22334.17,22334.17,25049.0,216.0,216.0,1306.0,410.0,360.0,299.72,180.0,173.0,172.85,316.0,316.0,313.08,1412.67,1387.14,1431.8,2940.1,2940.1,110.2,1691.0,2677.63,2350.66,175.0,175.0,122.2,18150.21,18150.21,13358.3,234.31,226.14,210.71,6041.0,6069.0,4118.67,8418.79,7082.1,1356.7,2127.0,2038.25,1655.96,177065.46,175935.95,96502.6,250.0,250.0,305.99,76.0,76.0,95.91,40.0,40.0,45.22,66.0,66.0,71.73,2600.0,2600.0,1895.49,42.0,42.0,18.94,690.0,767.87,763.57,3764.0,3841.87,3196.85,180829.46,179777.82,99699.45
"X","2007-08","SOCIAL SERVICES","12. Social Security & Social Welfare",21872.84,21872.84,21856.51,1035.0,1025.0,949.99,7370.0,7946.0,7032.0,6986.0,6986.0,38996.3,8124.75,8124.75,9377.19,10922.5,10922.5,15179.41,15283.0,15283.0,13829.68,58000.0,63285.0,60305.33,1530.0,1530.0,0.0,9115.0,9115.0,7322.4,44808.93,44808.93,21321.0,41787.0,41787.0,4433.0,8972.0,8972.0,8299.66,18876.13,18876.13,29128.47,24351.13,24351.13,0.0,1700.0,3015.0,1544.26,1575.0,1575.0,1521.35,767.0,745.0,745.0,971.0,1148.0,51.5,17129.0,20710.3,22145.54,42300.24,42300.24,45954.23,10687.33,12363.86,13633.16,750.0,1090.0,702.63,99752.82,99752.82,107241.4,3424.57,6804.62,5177.11,118404.0,118419.0,115459.18,8964.42,8964.42,8528.33,35062.5,39122.83,37192.0,620522.16,640896.37,597926.63,315.43,315.43,461.38,133.0,133.0,204.86,71.0,71.0,76.45,18.93,18.93,129.92,9320.0,9320.0,13045.34,105.0,105.0,91.05,2693.0,3271.31,3254.59,12656.36,13234.67,17263.59,633178.52,654131.04,615190.22
"X","2007-08","SOCIAL SERVICES","13. Empowerment of Women & Development of Children",25000.0,25000.0,23368.15,400.0,500.0,503.74,10183.0,7307.0,7079.98,24214.59,24214.59,25778.09,19886.69,19886.69,25398.35,1200.0,1200.0,969.87,28231.0,28231.0,30830.78,15500.0,10273.78,28636.58,6807.0,6807.0,9122.15,5926.0,5926.0,3233.09,510.0,510.0,25664.0,11278.0,11278.0,39393.24,4.0,4.0,1488.06,24764.24,24764.24,15189.94,15674.1,15674.1,121818.0,2650.0,1650.0,1799.48,2000.0,1600.0,1409.43,750.0,713.0,713.0,1863.0,1716.97,1853.0,17630.06,17296.0,16399.88,6556.4,6556.4,5538.7,16394.44,15591.04,14479.85,750.0,500.0,767.66,168563.93,126309.06,129932.85,1438.82,125.52,1315.91,47944.0,47944.0,43971.47,5842.44,5842.44,9945.26,59803.5,53518.0,46529.71,521765.21,460938.83,633130.22,725.47,725.47,744.92,643.0,643.0,713.57,134.0,134.0,117.19,175.07,175.07,280.02,12410.0,12410.0,9384.22,56.0,56.0,57.24,8681.67,11173.67,11122.92,22825.21,25317.21,22420.08,544590.42,486256.04,655550.3
"X","2007-08","SOCIAL SERVICES","TOTAL - (X) ",1082119.62,1054283.51,815918.26,23079.0,36970.49,30469.99,79792.0,85043.0,56515.8,245735.93,245735.93,240292.21,326132.29,326132.29,239109.69,61612.45,61612.45,50238.91,667605.0,667605.0,679338.56,260278.0,258874.78,272559.53,91258.8,91258.8,93328.83,115276.64,115276.64,111054.33,231091.0,231091.0,207993.0,658557.0,658557.0,592673.8,198414.0,198414.0,129621.65,394170.72,394170.72,349119.84,783202.52,783202.52,758343.0,29288.25,51194.2,29057.83,28418.16,28990.0,28096.95,30891.0,33011.0,28378.1,23525.5,25629.18,28049.04,154195.44,165372.66,199633.32,158747.66,158747.66,114241.31,295780.74,337675.45,383490.34,23826.0,24608.72,23125.31,652402.4,577753.79,566516.94,44442.9,42066.61,38467.04,968234.0,925794.0,825589.05,199303.23,195629.99,146782.58,438386.88,404993.71,367072.51,8265767.13,8179695.1,7405077.72,18798.5,18798.5,20702.31,19622.48,19622.48,24023.52,3035.0,3035.0,4172.61,2189.0,2189.0,2750.22,466760.0,466760.0,478372.47,3222.0,3222.0,3222.89,86321.91,63629.5,61980.86,599948.89,577256.48,595224.88,8865716.02,8756951.58,8000302.6
"XI","2007-08","GENERAL SERVICES","GENERAL SERVICES",17792.62,17792.62,7126.32,2299.0,3916.67,2373.68,51611.0,52611.0,21419.89,16672.02,16672.02,20596.78,11029.03,11029.03,4238.0,17353.0,17353.0,8936.5,1073.0,1073.0,688.68,4029.0,7274.0,11706.78,5927.5,6019.5,5199.59,80171.28,80171.28,69999.19,17129.5,17129.5,20321.0,48664.0,48664.0,38074.07,180440.0,180440.0,141337.45,3028.0,3028.0,5430.4,22760.0,22760.0,35442.0,941.5,6080.56,1145.31,2921.84,2466.0,2543.89,1837.0,1756.0,1773.55,4152.0,4552.1,4980.81,4419.0,5834.25,6682.81,6337.83,6337.83,4556.47,5130.87,5917.81,15841.06,3174.0,3563.0,3686.06,17453.43,10439.03,5672.61,3822.0,3623.15,3103.78,16616.0,18616.0,18764.76,9846.0,9846.0,10193.08,17976.3,19311.73,11325.16,574606.72,584277.08,483159.68,3213.0,3213.0,3684.02,275.0,275.0,317.68,451.0,341.0,145.09,346.0,346.0,417.49,24530.0,24530.0,35472.34,342.0,342.0,148.81,19927.09,9772.16,9741.63,49084.09,38819.16,49927.06,623690.81,623096.24,533086.74
"XII","2007-08","GRAND TOTAL         ","GRAND TOTAL         ",3050000.0,2998213.89,2717079.6,132000.0,147196.0,108298.47,380000.0,389500.0,266927.8,1020000.0,1020000.0,965230.41,741372.0,741372.0,619611.03,143000.0,143000.0,122449.58,1600000.0,1600000.0,1565147.3,530000.0,550000.0,575118.48,210000.0,210479.62,209824.62,485000.0,485000.0,440331.05,667600.0,667600.0,570635.0,1778258.0,1778258.0,1722691.52,695000.0,695000.0,508545.16,1201100.0,1201100.0,1204743.6,2020000.0,2020000.0,1942222.0,137431.0,142039.96,133650.32,112000.0,101682.0,98406.54,85000.0,85813.28,76733.35,90000.0,84342.0,84563.05,510500.0,552000.0,603281.43,511100.0,511100.0,502409.43,1163886.0,1195000.0,1379461.89,69114.0,69542.0,60704.24,1400000.0,1400000.0,1422431.56,122033.0,102097.89,106715.07,2500000.0,2500000.0,2429652.67,437863.0,437862.97,394488.22,915000.0,963962.46,885786.45,22707257.0,22792162.07,21717139.84,60483.0,60483.0,60727.64,26763.0,26763.0,32069.21,7888.0,7778.0,9998.12,7167.0,7167.0,8774.23,900000.0,900000.0,874752.71,22211.0,22211.0,21961.48,145500.0,109010.0,108672.53,1170012.0,1133412.0,1116955.92,23877269.0,23925574.07,22834095.76
