-----
{
 "description": "Approved Outlay, Revised Outlay & Expenditure State-wise and Sector-wise for major Heads of Development for the Annual Plan 2007-08 (all figures are in Rs. Lakh)", 
 "file_name": "spoutlay_0708_ds.xls", 
 "title": "State wise/Sector wise Approved Outlay, Revised Outlay and Expenditure for Annual Plan 2007-08 ", 
 "url": "http://data.gov.in/sites/default/files/spoutlay_0708_ds.xls"
}
-----
"sl_no","Fin_year","Major_head","HeadsofDevelopment-all-figures-in-Rs-lakhs","Andhra-Pradesh-Approved-Outlay","Andhra-Pradesh-Revised-Outlay","Andhra-Pradesh-Expenditure","Arunachal-Pradesh-Approved-Outlay","Arunachal-Pradesh-Revised-Outlay","Arunachal-Pradesh-Expenditure","Assam-Approved-Outlay","Assam-Revised-Outlay","Assam-Expenditure","Bihar-Approved-Outlay","Bihar-Revised-Outlay","Bihar-Expenditure","Chhatisgarh-Approved-Outlay","Chhatisgarh-Revised-Outlay","Chhatisgarh-Expenditure","Goa-Approved-Outlay","Goa-Revised-Outlay","Goa-Expenditure","Gujarat-Approved-Outlay","Gujarat-Revised-Outlay","Gujarat-Expenditure","Haryana-Approved-Outlay","Haryana-Revised-Outlay","Haryana-Expenditure","Himachal-pradesh-Approved-Outlay","Himachal-pradesh-Revised-Outlay","Himachal-pradesh-Expenditure","Jammu-Kashmir-Approved-Outlay","Jammu-Kashmir-Revised-Outlay","Jammu-Kashmir-Expenditure","Jharkhand-Approved-Outlay","Jharkhand-Revised-Outlay","Jharkhand-Expenditure","Karnataka-Approved-Outlay","Karnataka-Revised-Outlay","Karnataka-Expenditure","Kerala-Approved-Outlay","Kerala-Revised-Outlay","Kerala-Expenditure","MP-Approved-Outlay","MP-Revised-Outlay","MP-Expenditure","Maharashtra-Approved-Outlay","Maharashtra-Revised-Outlay","Maharashtra-Expenditure","Manipur-Approved-Outlay","Manipur-Revised-Outlay","Manipur-Expenditure","Meghalaya-Approved-Outlay","Meghalaya-Revised-Outlay","Meghalaya-Expenditure","Mizoram-Approved-Outlay","Mizoram-Revised-Outlay","Mizoram-Expenditure","Nagaland-Approved-Outlay","Nagaland-Revised-Outlay","Nagaland-Expenditure","Orissa-Approved-Outlay","Orissa-Revised-Outlay","Orissa-Expenditure","Punjab-Approved-Outlay","Punjab-Revised-Outlay","Punjab-Expenditure","Rajasthan-Approved-Outlay","Rajasthan-Revised-Outlay","Rajasthan-Expenditure","Sikkim-Approved-Outlay","Sikkim-Revised-Outlay","Sikkim-Expenditure","TamilNadu-Approved-Outlay","TamilNadu-Revised-Outlay","TamilNadu-Expenditure","Tripura-Approved-Outlay","Tripura-Revised-Outlay","Tripura-Expenditure","UP-Approved-Outlay","UP-Revised-Outlay","UP-Expenditure","Uttrakhand-Approved-Outlay","Uttrakhand-Revised-Outlay","Uttrakhand-Expenditure","WB-Approved-Outlay","WB-Revised-Outlay","WB-Expenditure","Total-States-Approved-Outlay","Total-States-Revised-Outlay","Total-States-Expenditure","AandN-Islands-Approved-Outlay","AandN-Islands-Revised-Outlay","AandN-Islands-Expenditure","Chandigarh-Approved-Outlay","Chandigarh-Revised-Outlay","Chandigarh-Expenditure","DandN-Haveli-Approved-Outlay","DandN-Haveli-Revised-Outlay","DandN-Haveli-Expenditure","DandDiu-Approved-Outlay","DandDiu-Revised-Outlay","DandDiu-Expenditure","Delhi-Approved-Outlay","Delhi-Revised-Outlay","Delhi-Expenditure","Lakshadweep-Approved-Outlay","Lakshadweep-Revised-Outlay","Lakshadweep-Expenditure","Puducherry-Approved-Outlay","Puducherry-Revised-Outlay","Puducherry-Expenditure","Total-UTs-Approved-Outlay","Total-UTs-Revised-Outlay","Total-UTs-Expenditure","Total-States-UTs-Approved-Outlay","Total-States-UTs-Revised-Outlay","Total-States-UTs-Expenditure"
"I","2007-08","AGRICULTURE & ALLIED ACTIVITIES","11. Cooperation",1107.64,1107.64,1078.5,250.0,252.0,0.0,350.0,350.0,651.98,8779.0,8779.0,4510.0,9815.05,9815.05,3095.55,999.85,999.85,995.69,960.0,960.0,1559.24,1200.0,1654.3,1614.3,121.53,121.53,133.74,250.0,250.0,968.9,15000.0,15000.0,7730.0,22423.0,22423.0,53060.39,1480.0,1480.0,810.24,5721.0,5721.0,10879.82,4813.28,4813.28,1472.0,200.0,200.0,200.0,575.0,575.0,542.27,605.0,660.0,656.18,120.0,200.0,200.0,2404.03,5553.0,6330.45,2798.5,2798.5,620.0,895.98,1341.98,263.29,350.0,350.0,358.89,2711.99,34678.1,47801.05,381.21,1188.0,1187.66,7473.0,0.0,5051.93,1090.14,1090.14,3859.49,3994.9,3495.0,2448.25,96870.1,125856.37,158079.81,280.0,280.0,147.93,20.0,20.0,20.0,1.0,1.0,0.0,12.0,12.0,6.58,2740.0,2740.0,18.56,474.0,474.0,446.16,1342.0,1282.0,1281.98,4869.0,4809.0,1921.21,101739.1,130665.37,160001.02
"I","2007-08","AGRICULTURE & ALLIED ACTIVITIES","12. Other Agricultural Programmes : (a) Agiculture marketing",0.0,0.0,0.0,54.0,54.0,54.0,6.0,"",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.08,61.0,61.0,0.0,0.0,0.0,"",975.0,975.0,811.84,844.0,844.0,1204.38,0.0,0.0,"",1120.0,1120.0,1120.0,5175.0,5175.0,441.88,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,50.0,50.0,50.09,200.0,0.0,195.43,60.0,650.0,60.0,95.97,95.97,95.97,0.0,0.0,0.0,0.0,0.0,15334.08,50.0,40.0,0.0,0.0,0.0,0.0,375.0,318.0,284.68,20000.0,26214.0,24040.0,0.0,0.0,0.0,760.0,0.0,0.0,29829.12,35600.12,43697.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,62.97,0.0,0.0,0.0,220.0,220.0,207.89,300.0,300.0,270.86,30129.12,35900.12,43968.29
"I","2007-08","AGRICULTURE & ALLIED ACTIVITIES","12. Other Agricultural Programmes : (b) Others",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,"",0.0,0.0,"",95.33,95.33,865.2,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,147.51,0.0,0.0,0.0,0.0,0.0,0.0,1510.0,1510.0,1021.0,0.0,0.0,0.0,6000.0,6000.0,100.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0.0,2129.0,2293.0,2982.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.9,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,360.0,2355.08,9736.83,10463.83,7513.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,9736.83,10463.83,7513.24
"I","2007-08","AGRICULTURE & ALLIED ACTIVITIES","Total - (I) ",66193.2,66193.2,85717.39,5392.5,6000.86,8926.24,20265.0,20765.0,12290.03,25207.25,25207.25,30990.14,33525.6,33525.6,16297.76,4772.0,4772.0,4633.35,91817.0,91817.0,89057.06,9280.0,12794.3,10608.39,11838.7,11838.7,11389.06,7376.87,7376.87,7727.2,38870.0,38870.0,24185.33,109328.0,109328.0,141505.12,33801.0,33801.0,20463.63,53861.62,53861.62,61908.22,71984.82,71984.82,130299.0,1898.75,2258.75,2259.31,7448.0,7185.0,7430.17,6410.0,6497.0,5844.98,5331.0,6867.95,7105.67,9077.53,17534.87,17618.17,16306.37,16306.37,15099.2,13371.8,20016.29,46527.89,3345.0,3667.0,3663.57,52451.77,89224.27,91502.96,6848.35,7402.66,7571.67,176956.0,149093.0,172875.37,23251.73,24553.72,31451.03,17750.9,38250.23,36590.01,923960.76,976993.33,1101537.92,1970.01,1970.01,1506.85,109.0,109.0,102.02,336.0,336.0,312.72,185.0,185.0,183.03,4670.0,4670.0,1417.26,3109.0,3109.0,2790.69,6984.0,7094.93,7087.53,17363.01,17473.94,13400.1,941323.77,994467.27,1114938.02
"II","2007-08","RURAL DEVELOPMENT","1. Special Programme for Rural Development ",136583.12,136663.12,0.0,751.0,960.17,930.47,1698.0,1098.0,523.53,1155.0,1155.0,634.69,1571.93,1571.93,870.0,428.0,428.0,309.54,5611.0,5611.0,12755.34,658.0,5014.0,6378.63,913.0,913.0,1078.88,1298.82,1298.82,901.45,475.0,475.0,409.0,7074.0,7074.0,44216.27,0.0,0.0,1174.42,18538.5,18538.5,11087.65,5225.12,5225.12,10994.0,312.0,385.0,312.0,100.0,325.0,100.0,875.78,1199.0,746.11,110.0,175.0,110.0,5550.0,1109.63,979.65,940.0,940.0,788.49,25513.05,33620.96,12161.84,120.0,120.0,120.0,7040.0,14808.0,108567.55,0.0,562.59,77.87,3433.0,13059.0,20290.72,0.0,0.0,0.0,2700.0,2050.0,1882.04,228674.32,254379.84,238400.14,0.0,0.0,0.0,0.0,0.0,598.57,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,200.11,20.0,20.0,20.0,20.0,20.0,818.68,228694.32,254399.84,239218.82
"II","2007-08","RURAL DEVELOPMENT","2. Rural Employment: (a) Swaranjyanti Gram Swarozgar Yojana (SGSY)",0.0,0.0,0.0,80.0,0.0,74.53,3677.0,3677.0,2670.0,6725.0,6725.0,4964.63,1775.0,1775.0,1710.0,43.8,43.8,35.31,863.0,863.0,0.0,400.0,1805.0,0.0,402.0,402.0,505.03,413.7,413.7,155.74,1745.0,1745.0,2891.37,17751.0,17751.0,5192.09,0.0,0.0,861.8,3775.57,3775.57,3614.91,6478.59,6478.59,0.0,173.0,724.0,73.0,325.0,366.0,366.0,0.0,0.0,0.0,65.0,200.0,65.0,2200.0,3500.0,3213.23,0.0,0.0,0.0,953.0,0.0,1749.56,240.0,240.0,90.0,3362.05,4812.29,0.0,354.91,2455.63,638.51,9626.0,16490.0,0.0,0.0,0.0,0.0,1450.0,3870.0,3552.93,62878.62,78112.58,32423.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,62928.62,78162.58,32473.64
"II","2007-08","RURAL DEVELOPMENT","2. Rural Employment: (b) Sampoorna Gram  Rozgar Yojana (SGRY)",8535.46,8535.46,0.0,400.0,0.0,0.0,8462.0,8462.0,8462.0,9100.0,9100.0,7783.96,1597.0,1597.0,834.0,142.25,142.25,299.51,2914.0,2914.0,0.0,1610.0,0.0,0.0,758.0,758.0,752.98,1792.5,1792.5,1578.52,612.0,612.0,218.0,0.0,0.0,7193.87,0.0,0.0,1593.51,6867.75,6867.75,0.0,25099.06,25099.06,0.0,724.0,0.0,724.0,300.0,300.0,386.36,261.0,261.0,168.45,200.0,0.0,200.0,4579.5,2500.0,2317.99,0.0,0.0,0.0,4700.0,4700.0,4449.52,300.0,214.0,214.0,11597.78,14586.79,0.0,2300.0,0.0,4192.62,18990.0,0.0,9377.55,0.0,0.0,0.0,1900.0,1390.0,1276.12,113742.3,89831.81,52022.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113742.3,89831.81,52022.96
"II","2007-08","RURAL DEVELOPMENT","2. Rural Employment: (c)  National Food for Work Programme/NEGP",0.0,0.0,0.0,60.0,200.0,171.17,4083.0,0.0,0.0,12000.0,12000.0,7151.39,9149.24,9149.24,13645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,1128.0,1128.0,0.0,0.0,0.0,0.0,11342.0,11342.0,1687.0,0.0,0.0,0.0,0.0,0.0,0.0,29029.37,29029.37,34999.54,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,710.0,0.0,0.0,490.73,150.0,0.0,256.0,10000.0,6500.0,5530.37,0.0,0.0,0.0,0.0,8000.0,11677.79,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,14819.0,14830.0,13615.0,91760.61,92678.61,110283.99,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,91765.61,92683.61,110283.99
"II","2007-08","RURAL DEVELOPMENT","2. Rural Employment: (d) Others (To be specified)",0.0,0.0,127591.64,0.0,0.0,191.04,4000.0,4600.0,4933.02,20000.0,20000.0,0.0,0.0,0.0,0.0,85.0,85.0,"",9710.0,9710.0,0.0,4005.0,0.0,0.0,1014.0,1014.0,1556.18,0.0,0.0,0.0,1189.0,1189.0,20421.0,0.0,0.0,10.11,0.0,0.0,1055.62,0.0,0.0,15199.16,100000.1,100000.1,6039.0,0.0,4204.0,0.0,0.0,0.0,195.99,0.0,0.0,101.46,0.0,256.0,0.0,0.0,0.0,0.0,8487.78,8487.78,4771.91,11050.0,6999.47,4109.4,0.0,0.0,0.0,74834.83,75386.41,38523.47,3.8,3.37,3.8,21964.0,21964.0,1696.75,0.0,0.0,18924.14,0.0,3000.0,2992.5,256343.51,256899.13,248316.19,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,256353.51,256909.13,248326.19
"II","2007-08","RURAL DEVELOPMENT","2. Rural Employment: Sub-Total",8535.46,8535.46,127591.64,540.0,200.0,436.74,20222.0,16739.0,16065.02,47825.0,47825.0,19899.98,12521.24,12521.24,16189.0,271.05,271.05,334.82,13487.0,13487.0,0.0,6015.0,2305.0,0.0,3302.0,3302.0,2814.19,2206.2,2206.2,1734.26,14888.0,14888.0,25217.37,17751.0,17751.0,12396.07,0.0,0.0,3510.93,39672.69,39672.69,53813.61,131577.75,131577.75,6039.0,897.0,4928.0,997.0,625.0,666.0,1658.35,261.0,261.0,760.64,415.0,456.0,521.0,16779.5,12500.0,11061.59,8487.78,8487.78,4771.91,16703.0,19699.47,21986.27,540.0,454.0,454.0,89794.66,94785.49,38523.47,2658.71,2459.0,4834.93,50580.0,38454.0,31074.3,0.0,0.0,18924.14,18169.0,23090.0,21436.55,524725.04,517522.13,443046.78,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,65.0,65.0,60.0,524790.04,517587.13,443106.78
"II","2007-08","RURAL DEVELOPMENT","3. Land Reforms",2300.0,2300.0,1654.8,108.0,153.0,170.65,71.0,71.0,0.0,2336.0,2336.0,2531.76,138.0,138.0,2.74,210.0,210.0,86.16,5095.0,5095.0,3660.83,67.0,444.52,376.16,152.0,152.0,158.21,800.0,800.0,350.0,1500.0,1500.0,1225.0,121.0,121.0,76.36,203.0,203.0,34.98,3902.0,3902.0,3870.77,1301.1,1301.1,119.0,40.0,63.19,46.47,200.0,224.0,199.68,450.0,411.0,411.0,264.0,267.74,267.74,3003.26,900.0,1621.93,0.0,0.0,"",424.66,424.16,345.43,900.0,993.0,993.0,0.0,0.0,0.0,301.97,85.42,57.2,708.0,708.0,727.37,0.0,0.0,0.0,1935.0,2235.0,1634.88,26530.99,25038.13,20622.12,120.0,120.0,90.43,0.0,0.0,"",6.0,6.0,4.11,26.0,26.0,23.64,5.0,5.0,0.0,0.0,0.0,0.0,56.75,40.0,39.94,213.75,197.0,158.12,26744.74,25235.13,20780.24
"II","2007-08","RURAL DEVELOPMENT","4. Other Rural Development Programmes: (a) Community Development & Panchayts",8602.56,8602.56,15093.89,74.0,80.0,80.0,10060.0,10060.0,25.0,11366.5,11366.5,10467.35,28705.57,28705.57,16692.65,2070.0,2070.0,1712.4,27123.0,27123.0,30605.36,13200.0,22681.0,21347.0,6020.0,6020.0,213.89,10935.0,10935.0,9420.93,0.0,0.0,2895.0,16409.0,16409.0,105.67,13796.0,13796.0,13464.07,62871.53,62871.53,62977.91,0.0,0.0,0.0,110.0,"",110.0,650.0,650.0,741.05,0.0,0.0,2787.51,2611.0,2611.0,2436.0,65.58,11.95,72.81,0.0,0.0,"",39662.09,34850.72,39429.82,3500.0,2957.36,2858.37,8128.02,8128.02,0.0,4274.21,5007.86,6587.25,44429.0,44429.0,59383.0,26151.44,3629.59,0.0,47333.0,0.0,0.0,388147.5,322995.66,299506.93,3655.0,3655.0,3564.65,50.0,50.0,348.57,144.0,144.0,239.77,280.0,280.0,300.67,13000.0,13000.0,19996.66,113.0,113.0,0.0,1943.0,2367.35,3849.09,19185.0,19609.35,28299.41,407332.5,342605.01,327806.34
"II","2007-08","RURAL DEVELOPMENT","4. Other Rural Development Programmes: (b) Other Programmes of Rural Development",1300.0,1300.0,463.18,624.0,1005.83,828.98,0.0,4083.0,4083.0,33500.0,33500.0,31736.99,2376.98,2376.98,1876.0,284.0,284.0,0.0,0.0,0.0,0.0,0.0,8500.0,8609.78,0.0,0.0,4248.72,385.0,385.0,362.64,60393.0,60393.0,66668.0,79625.0,79625.0,46753.85,10189.0,10189.0,2491.25,14947.0,14947.0,2161.48,13710.77,13710.77,74777.0,2474.0,2584.0,2274.8,11308.0,8180.0,6687.03,3072.22,3012.0,0.0,463.0,553.0,3857.0,0.0,61.0,0.0,25660.0,25660.0,34246.08,0.0,0.0,0.0,7294.0,7905.35,6112.24,49444.15,49444.15,0.0,31.0,41.03,"",70020.0,69895.0,63747.78,3629.59,28151.44,1579.58,0.0,50376.45,46250.73,390730.71,476163.0,409816.11,116.0,116.0,111.66,250.0,250.0,0.0,43.0,43.0,70.69,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,298.33,709.0,709.0,480.68,391439.71,476872.0,410296.79
"II","2007-08","RURAL DEVELOPMENT","4. Other Rural Development Programmes: Sub-Total",9902.56,9902.56,15557.07,698.0,1085.83,908.98,10060.0,14143.0,4108.0,44866.5,44866.5,42204.34,31082.55,31082.55,18568.65,2354.0,2354.0,1712.4,27123.0,27123.0,30605.36,13200.0,31181.0,29956.78,6020.0,6020.0,4462.61,11320.0,11320.0,9783.57,60393.0,60393.0,69563.0,96034.0,96034.0,46859.52,23985.0,23985.0,15955.32,77818.53,77818.53,65139.39,13710.77,13710.77,74777.0,2584.0,2584.0,2384.8,11958.0,8830.0,7428.08,3072.22,3012.0,2787.51,3074.0,3164.0,6293.0,65.58,72.95,72.81,25660.0,25660.0,34246.08,39662.09,34850.72,39429.82,10794.0,10862.71,8970.61,57572.17,57572.17,0.0,4305.21,5048.89,6587.25,114449.0,114324.0,123130.78,29781.03,31781.03,1579.58,47333.0,50376.45,46250.73,778878.21,799158.66,709323.04,3771.0,3771.0,3676.31,300.0,300.0,348.57,187.0,187.0,310.46,280.0,280.0,300.67,13000.0,13000.0,19996.66,113.0,113.0,0.0,2243.0,2667.35,4147.42,19894.0,20318.35,28780.09,798772.21,819477.01,738103.13
"II","2007-08","RURAL DEVELOPMENT","TOTAL - II",157321.14,157401.14,144803.51,2097.0,2399.0,2446.84,32051.0,32051.0,20696.55,96182.5,96182.5,65270.77,45313.72,45313.72,35630.39,3263.05,3263.05,2442.92,51316.0,51316.0,47021.53,19940.0,38944.52,36711.57,10387.0,10387.0,8513.89,15625.02,15625.02,12769.28,77256.0,77256.0,96414.37,120980.0,120980.0,103548.22,24188.0,24188.0,20675.65,139931.72,139931.72,133911.42,151814.74,151814.74,91929.0,3833.0,7960.19,3740.27,12883.0,10045.0,9386.11,4659.0,4883.0,4705.26,3863.0,4062.74,7191.74,25398.34,14582.58,13735.98,35087.78,35087.78,39806.48,82302.8,88595.31,73923.36,12354.0,12429.71,10537.61,154406.83,167165.66,147091.02,7265.89,8155.9,11557.25,169170.0,166545.0,175223.17,29781.03,31781.03,20503.72,70137.0,77751.45,71204.2,1558808.56,1596098.76,1411392.08,3891.0,3891.0,3766.74,300.0,300.0,947.14,198.0,198.0,314.57,306.0,306.0,324.31,13005.0,13005.0,19996.66,113.0,113.0,200.11,2379.75,2787.35,4267.36,20192.75,20600.35,29816.89,1579001.31,1616699.11,1441208.97
"III","2007-08","SPECIAL AREAS PROGRAMMES"," SPECIAL AREAS PROGRAMMES",59469.0,59469.0,87763.57,7563.0,8998.0,9972.59,54095.0,52595.0,47279.25,67755.0,67755.0,60382.77,29155.51,29155.51,32072.92,500.0,500.0,504.31,0.0,0.0,1900.43,2080.0,1880.0,2275.58,874.0,1261.62,1118.98,31905.25,31905.25,24297.28,45295.0,45295.0,16122.0,11881.0,11881.0,7385.09,5467.0,5467.0,4628.89,55879.0,55879.0,66229.62,109353.0,109353.0,19333.0,5240.0,1432.96,2311.96,900.0,1230.0,1311.72,4863.0,5677.28,4740.83,10722.0,10884.0,8397.97,84140.0,86640.0,82489.98,0.0,0.0,0.0,8865.01,12083.41,42820.56,1968.0,2396.0,3180.09,5254.0,5254.0,5254.0,11160.0,8761.58,9121.63,93941.0,69532.0,45702.78,2000.0,2000.0,0.0,62914.02,79958.74,74146.15,773238.79,767244.35,660743.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773238.79,767244.35,660743.95
"IV","2007-08","IRRIGATION & FLOOD CONTROL","1. Major and Medium Irrigation",1175066.94,1175066.94,1128548.46,48.0,48.0,48.0,5300.0,6800.0,2681.47,76485.5,76485.5,55917.68,37191.0,37191.0,33761.56,8846.34,8846.34,11816.29,100103.8,100103.8,402038.89,55800.0,60800.0,66255.08,11600.0,11600.0,9600.76,4990.0,4990.0,6037.85,27650.0,27650.0,69447.0,246138.0,246138.0,205840.85,9733.0,9733.0,12172.16,70061.84,70061.84,154566.12,224544.23,224544.23,461307.0,15500.0,16000.0,16054.25,30.0,1.0,0.0,1.0,1.0,1.0,0.0,4766.0,4107.47,19362.0,31300.0,130764.22,33746.8,33746.8,9175.23,97444.14,62025.53,59524.67,0.0,0.0,21.24,38911.77,27606.86,22042.05,1644.55,683.88,606.83,171419.0,171919.0,169515.78,9639.1,12700.82,12784.15,8396.7,7720.23,9827.35,2449653.71,2428529.77,3054463.41,0.0,0.0,0.0,734.52,734.52,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,27.24,0.0,0.0,0.0,0.0,0.0,0.0,744.52,744.52,37.24,2450398.23,2429274.29,3054500.65
"IV","2007-08","IRRIGATION & FLOOD CONTROL","2. Minor Irrigation",87351.51,87351.51,66108.38,7180.0,8580.0,5865.8,1266.0,1266.0,1089.92,19883.0,19883.0,10966.65,50904.48,50904.48,35322.51,3688.66,3688.66,3152.05,65350.2,65350.2,69792.72,0.0,0.0,"",12062.0,12062.0,8923.75,5900.0,5900.0,7367.51,16300.0,16300.0,10251.0,61785.0,61785.0,36195.68,6414.0,6414.0,2875.39,41246.69,41246.69,52550.43,43872.89,43872.89,47986.0,2400.0,6081.0,417.01,2200.0,1600.0,1194.41,3453.0,3413.0,3310.58,4766.0,0.0,459.02,9819.8,12392.0,16642.05,14905.1,14905.1,6088.43,16981.02,17383.13,22588.9,750.0,907.76,595.95,11109.89,12737.38,8205.63,3130.15,2846.62,2364.48,32127.0,32127.0,30374.62,2391.95,350.0,21859.36,6400.0,8400.0,6271.64,533638.34,537747.42,478819.87,215.0,215.0,67.42,0.0,0.0,34.89,90.0,90.0,104.2,15.0,15.0,40.0,2000.0,2000.0,0.0,0.0,0.0,0.0,1616.93,1305.3,1304.9,3936.93,3625.3,1551.41,537575.27,541372.72,480371.28
"IV","2007-08","IRRIGATION & FLOOD CONTROL","3. Command Area Development",1681.55,1681.55,1707.0,240.0,240.0,240.0,100.0,100.0,75.0,5500.0,5500.0,43439.34,2098.19,2098.19,1841.86,365.0,365.0,374.87,400.0,400.0,608.22,9000.0,7224.0,2683.95,350.0,350.0,134.07,1950.0,1950.0,1015.92,200.0,200.0,12.0,5398.0,5398.0,6467.87,915.0,915.0,479.01,864.23,864.23,510.91,145500.0,145500.0,2868.0,650.0,650.0,650.0,35.0,12.0,8.53,20.0,19.0,18.99,100.0,100.0,7.79,1100.0,100462.9,1400.72,8000.0,8000.0,1720.16,6759.59,5664.47,5402.54,25.0,9.5,4.35,2275.37,2275.37,2277.43,50.0,26.6,0.0,5446.0,5446.0,5419.0,350.0,1206.01,554.26,1031.0,1029.0,768.27,200403.93,297686.82,80690.06,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,24.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,24.0,200458.93,297741.82,80714.06
"IV","2007-08","IRRIGATION & FLOOD CONTROL","4. Flood Control (includes flood protection works)",33260.0,33260.0,25232.05,450.0,1564.18,595.0,6900.0,7250.0,1497.89,31680.0,31680.0,23217.71,7620.0,7620.0,13942.31,4371.0,4371.0,1809.8,309595.0,309595.0,9013.47,7000.0,7000.0,6997.65,1970.0,1970.0,2278.55,723.0,723.0,2762.62,8750.0,8750.0,411.0,1256.0,1256.0,1936.75,4465.0,4465.0,4104.87,67521.87,67521.87,1330.12,498.79,498.79,979.0,1354.0,6954.0,1807.75,250.0,225.0,226.19,0.0,0.0,0.0,150.0,420.0,708.28,48177.68,4662.0,5350.3,8348.1,8348.1,4356.52,807.5,295.36,185.7,660.0,527.74,595.04,4300.01,4300.01,0.0,1500.98,643.06,1155.39,33079.0,33163.0,30112.84,1206.01,2391.95,2361.65,21578.3,19184.99,14619.26,607472.24,568640.05,157587.71,202.0,202.0,202.08,35.0,35.0,0.0,0.0,0.0,0.0,34.0,34.0,35.5,4900.0,4900.0,2793.53,603.0,603.0,465.36,2328.68,2760.0,2760.0,8102.68,8534.0,6256.47,615574.92,577174.05,163844.18
"IV","2007-08","IRRIGATION & FLOOD CONTROL","TOTAL - IV ",1297360.0,1297360.0,1221595.89,7918.0,10432.18,6748.8,13566.0,15416.0,5344.28,133548.5,133548.5,133541.38,97813.67,97813.67,84868.24,17271.0,17271.0,17153.01,475449.0,475449.0,481453.3,71800.0,75024.0,75936.68,25982.0,25982.0,20937.13,13563.0,13563.0,17183.9,52900.0,52900.0,80121.0,314577.0,314577.0,250441.15,21527.0,21527.0,19631.43,179694.63,179694.63,208957.58,414415.91,414415.91,513140.0,19904.0,29685.0,18929.01,2515.0,1838.0,1429.13,3474.0,3433.0,3330.57,5016.0,5286.0,5282.56,78459.48,148816.9,154157.29,65000.0,65000.0,21340.34,121992.25,85368.49,87701.81,1435.0,1445.0,1216.58,56597.04,46919.62,32525.11,6325.68,4200.16,4126.7,242071.0,242655.0,235422.24,13587.06,16648.78,37559.42,37406.0,36334.22,31486.52,3791168.22,3832604.06,3771561.05,417.0,417.0,269.5,769.52,769.52,34.89,140.0,140.0,128.2,64.0,64.0,85.5,6900.0,6900.0,2820.77,603.0,603.0,465.36,3945.61,4065.3,4064.9,12839.13,12958.82,7869.12,3804007.35,3845562.88,3779430.17
