-----
{
 "description": "This data provides year-wise district level achievements as on 18th April 2013 under Nirmal Bharat Abhiyan (NBA) Programme of Ministry of Drinking Water and Sanitation.", 
 "file_name": "NBA-YearwiseCountryLevelAcheivement_1.xls", 
 "title": "Nirmal Bharat Abhiyan - Year-wise District Level Achievements As On 18th April 2013 ", 
 "url": "http://data.gov.in/sites/default/files/NBA-YearwiseCountryLevelAcheivement_1.xls"
}
-----
"State Name","District Name","Financial Year","IHHL_BPL","IHHL_APL","Total IHHL(APL+BPL)","IHHL_BPL_SC","IHHL_BPL_ST","Sanitary_Complex","School_Toilets","Anganwadi_Toilets"
"ANDHRA PRADESH","ANANTAPUR","2003-2004",185637.0,0.0,185637.0,35943.0,10466.0,0.0,2427.0,56.0
"ANDHRA PRADESH","ANANTAPUR","2004-2005",25856.0,0.0,25856.0,0.0,1314.0,0.0,374.0,0.0
"ANDHRA PRADESH","ANANTAPUR","2005-2006",24158.0,0.0,24158.0,57.0,2374.0,0.0,71.0,0.0
"ANDHRA PRADESH","ANANTAPUR","2006-2007",12222.0,2007.0,14229.0,0.0,0.0,0.0,431.0,207.0
"ANDHRA PRADESH","ANANTAPUR","2007-2008",24734.0,0.0,24734.0,450.0,170.0,0.0,458.0,20.0
"ANDHRA PRADESH","ANANTAPUR","2008-2009",93708.0,0.0,93708.0,18534.0,4004.0,0.0,496.0,19.0
"ANDHRA PRADESH","ANANTAPUR","2009-2010",0.0,1993.0,1993.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","ANANTAPUR","2010-2011",0.0,26000.0,26000.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","ANANTAPUR","2011-2012",0.0,12000.0,12000.0,0.0,0.0,0.0,1.0,0.0
"ANDHRA PRADESH","ANANTAPUR","2012-2013",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CHITTOOR","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CHITTOOR","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CHITTOOR","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CHITTOOR","2002-2003",2447.0,0.0,2447.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CHITTOOR","2003-2004",129623.0,0.0,129623.0,14398.0,1747.0,0.0,2348.0,0.0
"ANDHRA PRADESH","CHITTOOR","2004-2005",3510.0,0.0,3510.0,15712.0,1585.0,0.0,0.0,0.0
"ANDHRA PRADESH","CHITTOOR","2005-2006",40058.0,0.0,40058.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CHITTOOR","2006-2007",13373.0,201.0,13574.0,0.0,0.0,0.0,710.0,90.0
"ANDHRA PRADESH","CHITTOOR","2007-2008",5899.0,125992.0,131891.0,3061.0,375.0,0.0,852.0,51.0
"ANDHRA PRADESH","CHITTOOR","2008-2009",1771.0,5371.0,7142.0,22.0,1529.0,0.0,3097.0,234.0
"ANDHRA PRADESH","CHITTOOR","2009-2010",12000.0,7191.0,19191.0,0.0,0.0,0.0,53.0,0.0
"ANDHRA PRADESH","CHITTOOR","2010-2011",30445.0,1150.0,31595.0,5368.0,1643.0,0.0,580.0,0.0
"ANDHRA PRADESH","CHITTOOR","2011-2012",16874.0,0.0,16874.0,1287.0,448.0,0.0,531.0,0.0
"ANDHRA PRADESH","CHITTOOR","2012-2013",13750.0,51000.0,64750.0,2283.0,825.0,0.0,0.0,0.0
"ANDHRA PRADESH","CUDDAPAH","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CUDDAPAH","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CUDDAPAH","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CUDDAPAH","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CUDDAPAH","2003-2004",95838.0,880.0,96718.0,14185.0,2837.0,0.0,2447.0,0.0
"ANDHRA PRADESH","CUDDAPAH","2004-2005",4937.0,0.0,4937.0,931.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","CUDDAPAH","2005-2006",28532.0,1.0,28533.0,2428.0,672.0,0.0,288.0,0.0
"ANDHRA PRADESH","CUDDAPAH","2006-2007",16973.0,0.0,16973.0,0.0,0.0,0.0,525.0,23.0
"ANDHRA PRADESH","CUDDAPAH","2007-2008",27730.0,18514.0,46244.0,8558.0,1711.0,0.0,1105.0,219.0
"ANDHRA PRADESH","CUDDAPAH","2008-2009",1363.0,0.0,1363.0,185.0,60.0,0.0,118.0,0.0
"ANDHRA PRADESH","CUDDAPAH","2009-2010",1731.0,0.0,1731.0,279.0,33.0,0.0,322.0,5.0
"ANDHRA PRADESH","CUDDAPAH","2010-2011",24219.0,55425.0,79644.0,3632.0,727.0,0.0,53.0,25.0
"ANDHRA PRADESH","CUDDAPAH","2011-2012",26586.0,46377.0,72963.0,3988.0,797.0,0.0,71.0,5.0
"ANDHRA PRADESH","CUDDAPAH","2012-2013",11871.0,4296.0,16167.0,1781.0,356.0,0.0,502.0,0.0
"ANDHRA PRADESH","EAST GODAVARI","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","EAST GODAVARI","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","EAST GODAVARI","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","EAST GODAVARI","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","EAST GODAVARI","2003-2004",75203.0,0.0,75203.0,11280.0,4512.0,0.0,754.0,0.0
"ANDHRA PRADESH","EAST GODAVARI","2004-2005",38171.0,0.0,38171.0,5726.0,2290.0,0.0,0.0,0.0
"ANDHRA PRADESH","EAST GODAVARI","2005-2006",22119.0,0.0,22119.0,252.0,101.0,0.0,0.0,0.0
"ANDHRA PRADESH","EAST GODAVARI","2006-2007",13267.0,41363.0,54630.0,0.0,0.0,0.0,1366.0,74.0
"ANDHRA PRADESH","EAST GODAVARI","2007-2008",20030.0,0.0,20030.0,0.0,0.0,19.0,2347.0,39.0
"ANDHRA PRADESH","EAST GODAVARI","2008-2009",3438.0,0.0,3438.0,0.0,0.0,6.0,2038.0,0.0
"ANDHRA PRADESH","EAST GODAVARI","2009-2010",18929.0,11578.0,30507.0,0.0,0.0,11.0,0.0,286.0
"ANDHRA PRADESH","EAST GODAVARI","2010-2011",129396.0,137751.0,267147.0,31762.0,4474.0,8.0,313.0,308.0
"ANDHRA PRADESH","EAST GODAVARI","2011-2012",21363.0,708.0,22071.0,39878.0,22815.0,5.0,114.0,13.0
"ANDHRA PRADESH","EAST GODAVARI","2012-2013",5389.0,0.0,5389.0,0.0,0.0,0.0,72.0,61.0
"ANDHRA PRADESH","GUNTUR","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","GUNTUR","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","GUNTUR","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","GUNTUR","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","GUNTUR","2003-2004",91136.0,0.0,91136.0,6618.0,1654.0,0.0,836.0,0.0
"ANDHRA PRADESH","GUNTUR","2004-2005",25396.0,24216.0,49612.0,10952.0,4186.0,0.0,814.0,0.0
"ANDHRA PRADESH","GUNTUR","2005-2006",19074.0,0.0,19074.0,0.0,0.0,0.0,119.0,0.0
"ANDHRA PRADESH","GUNTUR","2006-2007",15104.0,3000.0,18104.0,0.0,0.0,0.0,601.0,67.0
"ANDHRA PRADESH","GUNTUR","2007-2008",26970.0,4100.0,31070.0,2543.0,823.0,0.0,366.0,24.0
"ANDHRA PRADESH","GUNTUR","2008-2009",5064.0,22500.0,27564.0,459.0,1157.0,0.0,826.0,34.0
"ANDHRA PRADESH","GUNTUR","2009-2010",9298.0,1000.0,10298.0,5383.0,1159.0,0.0,31.0,9.0
"ANDHRA PRADESH","GUNTUR","2010-2011",38493.0,19555.0,58048.0,5203.0,1799.0,0.0,400.0,51.0
"ANDHRA PRADESH","GUNTUR","2011-2012",28556.0,11579.0,40135.0,3859.0,1335.0,0.0,850.0,30.0
"ANDHRA PRADESH","GUNTUR","2012-2013",10517.0,0.0,10517.0,1418.0,491.0,0.0,273.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","2003-2004",71779.0,0.0,71779.0,10767.0,4307.0,0.0,996.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","2004-2005",7624.0,3456.0,11080.0,1143.0,457.0,0.0,141.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","2005-2006",28446.0,27000.0,55446.0,4267.0,1707.0,0.0,109.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","2006-2007",25031.0,600.0,25631.0,0.0,0.0,0.0,361.0,43.0
"ANDHRA PRADESH","KARIMNAGAR","2007-2008",10466.0,0.0,10466.0,109.0,37.0,0.0,345.0,55.0
"ANDHRA PRADESH","KARIMNAGAR","2008-2009",1983.0,8370.0,10353.0,484.0,83.0,0.0,2765.0,85.0
"ANDHRA PRADESH","KARIMNAGAR","2009-2010",31644.0,6413.0,38057.0,4800.0,296.0,0.0,1131.0,115.0
"ANDHRA PRADESH","KARIMNAGAR","2010-2011",81762.0,14287.0,96049.0,10665.0,2621.0,0.0,0.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","2011-2012",48677.0,2774.0,51451.0,20397.0,1597.0,0.0,0.0,0.0
"ANDHRA PRADESH","KARIMNAGAR","2012-2013",62021.0,125.0,62146.0,12903.0,3753.0,0.0,0.0,0.0
"ANDHRA PRADESH","KHAMMAM","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KHAMMAM","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KHAMMAM","2001-2002",12255.0,0.0,12255.0,0.0,0.0,0.0,600.0,0.0
"ANDHRA PRADESH","KHAMMAM","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KHAMMAM","2003-2004",64992.0,0.0,64992.0,18844.0,9932.0,0.0,588.0,0.0
"ANDHRA PRADESH","KHAMMAM","2004-2005",16556.0,0.0,16556.0,7418.0,2693.0,0.0,0.0,0.0
"ANDHRA PRADESH","KHAMMAM","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KHAMMAM","2006-2007",22342.0,1250.0,23592.0,0.0,0.0,0.0,842.0,200.0
"ANDHRA PRADESH","KHAMMAM","2007-2008",5045.0,3610.0,8655.0,2045.0,3000.0,0.0,252.0,24.0
"ANDHRA PRADESH","KHAMMAM","2008-2009",279.0,10.0,289.0,279.0,0.0,0.0,4036.0,12.0
"ANDHRA PRADESH","KHAMMAM","2009-2010",26000.0,0.0,26000.0,13490.0,7000.0,0.0,0.0,89.0
"ANDHRA PRADESH","KHAMMAM","2010-2011",18123.0,0.0,18123.0,13516.0,4375.0,0.0,0.0,196.0
"ANDHRA PRADESH","KHAMMAM","2011-2012",8403.0,0.0,8403.0,2664.0,1974.0,0.0,0.0,0.0
"ANDHRA PRADESH","KHAMMAM","2012-2013",21768.0,0.0,21768.0,4496.0,2668.0,0.0,0.0,0.0
"ANDHRA PRADESH","KRISHNA","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KRISHNA","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KRISHNA","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KRISHNA","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KRISHNA","2003-2004",85957.0,0.0,85957.0,13201.0,5281.0,0.0,850.0,0.0
"ANDHRA PRADESH","KRISHNA","2004-2005",758.0,0.0,758.0,206.0,82.0,0.0,76.0,0.0
"ANDHRA PRADESH","KRISHNA","2005-2006",59112.0,0.0,59112.0,8467.0,3387.0,0.0,0.0,0.0
"ANDHRA PRADESH","KRISHNA","2006-2007",5233.0,649.0,5882.0,113.0,45.0,0.0,464.0,23.0
"ANDHRA PRADESH","KRISHNA","2007-2008",6068.0,25548.0,31616.0,1003.0,0.0,3.0,313.0,13.0
"ANDHRA PRADESH","KRISHNA","2008-2009",5984.0,0.0,5984.0,103.0,76.0,0.0,695.0,26.0
"ANDHRA PRADESH","KRISHNA","2009-2010",39985.0,28000.0,67985.0,15000.0,1000.0,0.0,0.0,0.0
"ANDHRA PRADESH","KRISHNA","2010-2011",72037.0,50000.0,122037.0,7507.0,1226.0,0.0,804.0,109.0
"ANDHRA PRADESH","KRISHNA","2011-2012",38715.0,0.0,38715.0,15290.0,405.0,5.0,172.0,0.0
"ANDHRA PRADESH","KRISHNA","2012-2013",4881.0,0.0,4881.0,8839.0,4109.0,0.0,0.0,0.0
"ANDHRA PRADESH","KURNOOL","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KURNOOL","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KURNOOL","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KURNOOL","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KURNOOL","2003-2004",162182.0,0.0,162182.0,3917.0,781.0,5.0,1553.0,0.0
"ANDHRA PRADESH","KURNOOL","2004-2005",871.0,0.0,871.0,1083.0,0.0,8.0,31.0,0.0
"ANDHRA PRADESH","KURNOOL","2005-2006",9423.0,0.0,9423.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","KURNOOL","2006-2007",474.0,173773.0,174247.0,0.0,0.0,0.0,365.0,90.0
"ANDHRA PRADESH","KURNOOL","2007-2008",17614.0,0.0,17614.0,10247.0,0.0,0.0,246.0,31.0
"ANDHRA PRADESH","KURNOOL","2008-2009",8364.0,0.0,8364.0,24546.0,1029.0,0.0,1156.0,40.0
"ANDHRA PRADESH","KURNOOL","2009-2010",2326.0,0.0,2326.0,4113.0,295.0,0.0,0.0,42.0
"ANDHRA PRADESH","KURNOOL","2010-2011",49802.0,0.0,49802.0,0.0,0.0,0.0,402.0,0.0
"ANDHRA PRADESH","KURNOOL","2011-2012",54040.0,0.0,54040.0,0.0,0.0,0.0,846.0,0.0
"ANDHRA PRADESH","KURNOOL","2012-2013",18520.0,1000.0,19520.0,0.0,0.0,0.0,70.0,45.0
"ANDHRA PRADESH","MAHBUBNAGAR","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","MAHBUBNAGAR","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","MAHBUBNAGAR","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","MAHBUBNAGAR","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","MAHBUBNAGAR","2003-2004",125514.0,0.0,125514.0,18827.0,7531.0,3.0,620.0,0.0
"ANDHRA PRADESH","MAHBUBNAGAR","2004-2005",20238.0,0.0,20238.0,3036.0,1214.0,0.0,1472.0,0.0
"ANDHRA PRADESH","MAHBUBNAGAR","2005-2006",0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
"ANDHRA PRADESH","MAHBUBNAGAR","2006-2007",16378.0,263280.0,279658.0,2244.0,898.0,0.0,490.0,12.0
"ANDHRA PRADESH","MAHBUBNAGAR","2007-2008",2391.0,0.0,2391.0,0.0,0.0,0.0,329.0,20.0
"ANDHRA PRADESH","MAHBUBNAGAR","2008-2009",0.0,0.0,0.0,0.0,0.0,0.0,1762.0,110.0
"ANDHRA PRADESH","MAHBUBNAGAR","2009-2010",18646.0,0.0,18646.0,1085.0,3924.0,0.0,0.0,0.0
"ANDHRA PRADESH","MAHBUBNAGAR","2010-2011",16303.0,0.0,16303.0,4728.0,2026.0,6.0,120.0,0.0
"ANDHRA PRADESH","MAHBUBNAGAR","2011-2012",19791.0,0.0,19791.0,2967.0,1947.0,0.0,614.0,215.0
"ANDHRA PRADESH","MAHBUBNAGAR","2012-2013",22908.0,0.0,22908.0,5038.0,2289.0,0.0,2.0,0.0
"ANDHRA PRADESH","MEDAK","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","MEDAK","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","MEDAK","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","MEDAK","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","MEDAK","2003-2004",114100.0,0.0,114100.0,22500.0,4507.0,2.0,1306.0,0.0
"ANDHRA PRADESH","MEDAK","2004-2005",7901.0,0.0,7901.0,0.0,0.0,0.0,14.0,0.0
"ANDHRA PRADESH","MEDAK","2005-2006",30861.0,0.0,30861.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","MEDAK","2006-2007",15098.0,1001.0,16099.0,0.0,0.0,0.0,305.0,130.0
"ANDHRA PRADESH","MEDAK","2007-2008",9181.0,14011.0,23192.0,1100.0,52.0,0.0,319.0,71.0
"ANDHRA PRADESH","MEDAK","2008-2009",1129.0,5047.0,6176.0,12.0,3.0,1.0,656.0,294.0
"ANDHRA PRADESH","MEDAK","2009-2010",648.0,10100.0,10748.0,72.0,0.0,0.0,56.0,0.0
"ANDHRA PRADESH","MEDAK","2010-2011",31185.0,16163.0,47348.0,4137.0,694.0,3.0,140.0,5.0
"ANDHRA PRADESH","MEDAK","2011-2012",54386.0,1644.0,56030.0,19348.0,8663.0,2.0,707.0,152.0
"ANDHRA PRADESH","MEDAK","2012-2013",46102.0,11.0,46113.0,21663.0,3037.0,6.0,1249.0,397.0
"ANDHRA PRADESH","NALGONDA","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NALGONDA","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NALGONDA","2001-2002",26003.0,0.0,26003.0,0.0,0.0,0.0,1440.0,0.0
"ANDHRA PRADESH","NALGONDA","2002-2003",9039.0,0.0,9039.0,0.0,0.0,0.0,25.0,300.0
"ANDHRA PRADESH","NALGONDA","2003-2004",131133.0,0.0,131133.0,24926.0,11632.0,0.0,1410.0,0.0
"ANDHRA PRADESH","NALGONDA","2004-2005",2225.0,0.0,2225.0,90.0,0.0,0.0,115.0,0.0
"ANDHRA PRADESH","NALGONDA","2005-2006",30175.0,86468.0,116643.0,4770.0,283.0,0.0,473.0,0.0
"ANDHRA PRADESH","NALGONDA","2006-2007",4072.0,0.0,4072.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NALGONDA","2007-2008",1443.0,0.0,1443.0,-520.0,1742.0,0.0,1417.0,0.0
"ANDHRA PRADESH","NALGONDA","2008-2009",0.0,0.0,0.0,0.0,0.0,0.0,806.0,0.0
"ANDHRA PRADESH","NALGONDA","2009-2010",0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0
"ANDHRA PRADESH","NALGONDA","2010-2011",5484.0,1125.0,6609.0,0.0,5.0,0.0,228.0,0.0
"ANDHRA PRADESH","NALGONDA","2011-2012",1959.0,100.0,2059.0,550.0,200.0,0.0,12.0,0.0
"ANDHRA PRADESH","NALGONDA","2012-2013",13280.0,0.0,13280.0,80.0,53.0,0.0,487.0,95.0
"ANDHRA PRADESH","NELLORE","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NELLORE","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NELLORE","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NELLORE","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NELLORE","2003-2004",61023.0,0.0,61023.0,9153.0,3661.0,0.0,203.0,0.0
"ANDHRA PRADESH","NELLORE","2004-2005",31077.0,1624.0,32701.0,4662.0,1865.0,0.0,2157.0,0.0
"ANDHRA PRADESH","NELLORE","2005-2006",11818.0,0.0,11818.0,1773.0,709.0,0.0,0.0,0.0
"ANDHRA PRADESH","NELLORE","2006-2007",7378.0,0.0,7378.0,0.0,1506.0,0.0,1447.0,63.0
"ANDHRA PRADESH","NELLORE","2007-2008",3044.0,376.0,3420.0,118.0,80.0,0.0,661.0,43.0
"ANDHRA PRADESH","NELLORE","2008-2009",5020.0,0.0,5020.0,850.0,423.0,0.0,720.0,91.0
"ANDHRA PRADESH","NELLORE","2009-2010",7260.0,5726.0,12986.0,1355.0,675.0,0.0,0.0,0.0
"ANDHRA PRADESH","NELLORE","2010-2011",14497.0,9395.0,23892.0,2439.0,960.0,0.0,0.0,0.0
"ANDHRA PRADESH","NELLORE","2011-2012",20629.0,2218.0,22847.0,4030.0,1962.0,0.0,471.0,128.0
"ANDHRA PRADESH","NELLORE","2012-2013",7365.0,123.0,7488.0,1193.0,603.0,0.0,180.0,151.0
"ANDHRA PRADESH","NIZAMABAD","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,332.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2002-2003",3525.0,0.0,3525.0,0.0,0.0,0.0,253.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2003-2004",162357.0,0.0,162357.0,24882.0,9953.0,0.0,204.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2004-2005",26287.0,0.0,26287.0,3943.0,1577.0,0.0,0.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2005-2006",8260.0,64757.0,73017.0,1239.0,496.0,0.0,616.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2006-2007",2631.0,0.0,2631.0,0.0,0.0,0.0,2.0,32.0
"ANDHRA PRADESH","NIZAMABAD","2007-2008",2120.0,2.0,2122.0,0.0,0.0,0.0,1070.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2008-2009",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2009-2010",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2010-2011",13839.0,0.0,13839.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2011-2012",6500.0,0.0,6500.0,275.0,250.0,0.0,0.0,0.0
"ANDHRA PRADESH","NIZAMABAD","2012-2013",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","PRAKASAM","1999-2000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","PRAKASAM","2000-2001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","PRAKASAM","2001-2002",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","PRAKASAM","2002-2003",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ANDHRA PRADESH","PRAKASAM","2003-2004",119199.0,0.0,119199.0,17880.0,7152.0,0.0,560.0,0.0
"ANDHRA PRADESH","PRAKASAM","2004-2005",10783.0,0.0,10783.0,8928.0,341.0,0.0,0.0,0.0
"ANDHRA PRADESH","PRAKASAM","2005-2006",16299.0,0.0,16299.0,0.0,1284.0,0.0,0.0,0.0
