"sl_no","Fin_year","Major_head","HeadsofDevelopment-all-figures-in-Rs-lakhs","Andhra-Pradesh-Approved-Outlay","Andhra-Pradesh-Revised-Outlay","Andhra-Pradesh-Expenditure","Arunachal-Pradesh-Approved-Outlay","Arunachal-Pradesh-Revised-Outlay","Arunachal-Pradesh-Expenditure","Assam-Approved-Outlay","Assam-Revised-Outlay","Assam-Expenditure","Bihar-Approved-Outlay","Bihar-Revised-Outlay","Bihar-Expenditure","Chhatisgarh-Approved-Outlay","Chhatisgarh-Revised-Outlay","Chhatisgarh-Expenditure","Goa-Approved-Outlay","Goa-Revised-Outlay","Goa-Expenditure","Gujarat-Approved-Outlay","Gujarat-Revised-Outlay","Gujarat-Expenditure","Haryana-Approved-Outlay","Haryana-Revised-Outlay","Haryana-Expenditure","Himachal-pradesh-Approved-Outlay","Himachal-pradesh-Revised-Outlay","Himachal-pradesh-Expenditure","Jammu-Kashmir-Approved-Outlay","Jammu-Kashmir-Revised-Outlay","Jammu-Kashmir-Expenditure","Jharkhand-Approved-Outlay","Jharkhand-Revised-Outlay","Jharkhand-Expenditure","Karnataka-Approved-Outlay","Karnataka-Revised-Outlay","Karnataka-Expenditure","Kerala-Approved-Outlay","Kerala-Revised-Outlay","Kerala-Expenditure","MP-Approved-Outlay","MP-Revised-Outlay","MP-Expenditure","Maharashtra-Approved-Outlay","Maharashtra-Revised-Outlay","Maharashtra-Expenditure","Manipur-Approved-Outlay","Manipur-Revised-Outlay","Manipur-Expenditure","Meghalaya-Approved-Outlay","Meghalaya-Revised-Outlay","Meghalaya-Expenditure","Mizoram-Approved-Outlay","Mizoram-Revised-Outlay","Mizoram-Expenditure","Nagaland-Approved-Outlay","Nagaland-Revised-Outlay","Nagaland-Expenditure","Orissa-Approved-Outlay","Orissa-Revised-Outlay","Orissa-Expenditure","Punjab-Approved-Outlay","Punjab-Revised-Outlay","Punjab-Expenditure","Rajasthan-Approved-Outlay","Rajasthan-Revised-Outlay","Rajasthan-Expenditure","Sikkim-Approved-Outlay","Sikkim-Revised-Outlay","Sikkim-Expenditure","TamilNadu-Approved-Outlay","TamilNadu-Revised-Outlay","TamilNadu-Expenditure","Tripura-Approved-Outlay","Tripura-Revised-Outlay","Tripura-Expenditure","UP-Approved-Outlay","UP-Revised-Outlay","UP-Expenditure","Uttrakhand-Approved-Outlay","Uttrakhand-Revised-Outlay","Uttrakhand-Expenditure","WB-Approved-Outlay","WB-Revised-Outlay","WB-Expenditure","Total-States-Approved-Outlay","Total-States-Revised-Outlay","Total-States-Expenditure","AandN-Islands-Approved-Outlay","AandN-Islands-Revised-Outlay","AandN-Islands-Expenditure","Chandigarh-Approved-Outlay","Chandigarh-Revised-Outlay","Chandigarh-Expenditure","DandN-Haveli-Approved-Outlay","DandN-Haveli-Revised-Outlay","DandN-Haveli-Expenditure","DandDiu-Approved-Outlay","DandDiu-Revised-Outlay","DandDiu-Expenditure","Delhi-Approved-Outlay","Delhi-Revised-Outlay","Delhi-Expenditure","Lakshadweep-Approved-Outlay","Lakshadweep-Revised-Outlay","Lakshadweep-Expenditure","Puducherry-Approved-Outlay","Puducherry-Revised-Outlay","Puducherry-Expenditure","Total-UTs-Approved-Outlay","Total-UTs-Revised-Outlay","Total-UTs-Expenditure","Total-States-UTs-Approved-Outlay","Total-States-UTs-Revised-Outlay","Total-States-UTs-Expenditure"
"I","2008-09","AGRICULTURE & ALLIED ACTIVITIES","11. Cooperation",22607.64,11002.0,14852.72,190.0,190.0,177.06,1120.0,1120.0,996.93,8900.0,24239.16,25416.16,14706.66,14706.66,15419.89,1147.7,1147.7,1086.5,1146.0,1146.0,3442.84,1950.0,3700.35,4465.45,163.41,163.41,132.0,2650.0,2650.0,3920.37,10000.0,10000.0,5949.11,31827.0,23020.8,23020.8,1530.0,1530.0,1394.69,4500.0,4500.0,4102.94,9105.52,9105.52,2494.0,220.0,228.0,167.2,650.0,650.0,633.91,600.0,605.0,602.39,444.0,444.0,444.0,6354.0,5804.0,8734.12,2115.0,1285.84,1285.84,1044.5,348.82,284.37,400.0,300.0,500.0,50586.49,26224.65,39090.89,437.77,542.21,542.63,7865.0,5620.0,5612.01,1865.98,1865.98,935.02,6289.0,6289.0,4350.84,190415.67,158429.1,170054.68,280.0,280.0,313.16,20.0,20.0,20.0,2.0,2.0,2.0,12.0,12.0,12.21,130.0,130.0,39.07,907.5,907.5,846.07,1154.5,1242.4,1194.92,2506.0,2593.9,2427.43,192921.67,161023.0,172482.11
"I","2008-09","AGRICULTURE & ALLIED ACTIVITIES","12. Other Agricultural Programmes : (a) Agiculture marketing",0.0,0.0,0.0,70.0,70.0,70.0,150.0,150.0,135.0,0.0,0.0,0.0,0.0,0.0,"",0.3,0.3,0.0,67.0,67.0,19.26,0.0,0.0,0.0,0.0,0.0,1040.0,869.0,869.0,860.97,0.0,0.0,0.0,1120.0,1120.0,1120.0,1505.0,1505.0,357.09,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,90.0,90.0,111.77,0.0,0.0,225.0,0.0,0.0,"",96.0,96.0,96.0,0.0,0.0,0.0,11070.0,11070.0,350.0,60.0,60.0,87.0,0.0,0.0,0.0,426.91,298.64,297.95,30000.0,40000.0,"",0.0,0.0,0.0,0.0,0.0,0.0,45528.21,55399.94,4774.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,100.0,100.0,59.9,0.0,0.0,0.0,120.04,227.0,326.99,220.04,327.0,386.89,45748.25,55726.94,5160.93
"I","2008-09","AGRICULTURE & ALLIED ACTIVITIES","12. Other Agricultural Programmes : (b) Others",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22225.5,22225.5,19192.74,270.0,270.0,0.08,0.0,0.0,0.0,0.0,0.0,328.42,1168.2,1168.24,0.0,0.0,0.0,0.0,2120.0,2120.0,1173.83,0.0,0.0,0.0,6065.0,6065.0,3309.69,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,"",1829.0,"",0.0,225.0,220.5,"",3203.0,3205.95,3352.35,10018.0,14777.38,22.92,0.0,0.0,0.0,2.0,550.01,27997.57,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,48238.6,0.0,0.0,0.0,2540.0,2540.0,7670.55,50665.7,54142.58,111286.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50665.7,54142.58,111286.75
"I","2008-09","AGRICULTURE & ALLIED ACTIVITIES","Total - (I) ",208923.66,260192.0,280904.39,4403.0,7354.52,9649.213,39227.0,38887.0,30859.86,36897.15,63918.83,77555.9,62302.83,62302.83,65544.15,5350.3,5350.3,5222.81,160486.0,160486.0,138824.49,22685.0,26473.51,25297.32,14072.58,16572.62,14357.0,13245.72,13245.72,11928.8,37600.0,37600.0,28349.34,229330.0,157269.093,157269.09,37061.0,37061.0,36783.38,88990.34,88990.34,72682.48,95840.14,95840.14,129966.0,2656.0,2934.0,2538.89,12239.0,10412.0,9835.12,6707.0,6891.1,7423.801,8429.0,8807.43,8759.103,30964.0,36019.73,39978.56,24894.6,21462.5,21462.5,31364.49,59703.23,72749.27,5517.0,5972.0,8760.74,129354.65,123160.57,127734.78,13454.62,9989.41,10299.71,311309.0,208205.0,213852.45,32260.64,32260.64,31267.77,37907.61,37907.61,40615.75,1703472.33,1635269.123,1680472.667,2964.0,2964.0,2109.95,106.0,106.0,103.44,351.0,351.0,375.17,238.0,238.0,214.26,1380.0,1380.0,811.81,4167.5,4167.5,3290.6,6898.59,7996.93,7896.23,16105.09,17203.43,14801.46,1719577.42,1652472.553,1695274.127
"II","2008-09","RURAL DEVELOPMENT","1. Special Programme for Rural Development ",0.0,227908.0,200916.96,544.0,448.57,473.0,1650.0,1650.0,722.0,1267.0,1267.0,574.66,1465.4,1465.4,1662.76,473.0,473.0,397.78,26342.0,26342.0,9814.21,5250.0,5290.0,7011.05,1470.0,1470.0,1167.0,1876.82,1876.82,1109.49,503.0,503.0,429.0,10818.0,5598.02,44296.06,"","",2542.58,49547.02,49547.02,15087.95,9330.31,9330.31,30805.0,310.0,480.0,312.0,225.0,225.0,127.1,600.0,600.0,2029.42,132.0,132.0,132.0,5138.0,2942.86,5943.23,1852.0,550.65,550.65,36437.95,23975.92,12224.66,132.0,132.0,150.0,0.0,0.0,128498.69,40.0,22.7,22.7,3812.0,3622.0,7830.293,0.0,0.0,0.0,1250.0,1250.0,810.2,160465.5,367102.27,475640.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,20.0,160485.5,367122.27,475660.443
"II","2008-09","RURAL DEVELOPMENT","2. Rural Employment: (a) Swaranjyanti Gram Swarozgar Yojana (SGSY)",0.0,0.0,0.0,70.0,74.04,64.0,6750.0,8250.0,5568.09,6725.0,3705.0,3705.0,2640.0,2640.0,2192.78,157.0,157.0,60.77,1569.65,1569.65,1325.86,850.0,850.0,0.0,457.0,457.0,337.0,483.07,483.07,368.87,2905.0,2905.0,3174.18,2510.0,2509.98,2509.98,0.0,0.0,762.45,1000.0,1000.0,4201.52,7014.1,7014.1,0.0,170.0,0.0,173.0,410.0,202.0,236.43,0.0,0.0,0.0,65.0,65.0,65.0,2266.0,3949.0,4374.46,0.0,0.0,0.0,0.0,1822.46,2121.81,0.0,0.0,110.0,4524.07,4524.07,0.0,552.0,298.27,295.46,12445.0,12120.0,12133.15,0.0,0.0,"",3770.0,3770.0,3934.2,57332.89,58365.64,47714.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,60.0,57332.89,58425.64,47774.01
"II","2008-09","RURAL DEVELOPMENT","2. Rural Employment: (b) Sampoorna Gram  Rozgar Yojana (SGRY)",2500.0,0.0,0.0,0.0,0.0,0.0,12690.0,8690.0,8109.0,0.0,0.0,0.0,500.0,500.0,0.0,50.0,50.0,50.0,6350.0,6350.0,0.0,0.0,0.0,0.0,261.1,261.1,96.0,2560.44,2560.44,2365.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.4,17.0,17.0,0.0,15453.23,15453.23,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,61.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4700.0,0.0,0.0,70.0,70.0,0.0,8493.8,8493.8,0.0,0.0,0.0,2626.04,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,60.3,54245.57,42845.57,13632.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,54295.57,42845.57,13632.15
"II","2008-09","RURAL DEVELOPMENT","2. Rural Employment: (c)  National Food for Work Programme/NEGP",0.0,0.0,0.0,200.0,225.0,225.0,0.0,0.0,0.0,0.0,17205.0,17205.0,25128.55,25128.55,18295.61,0.0,0.0,0.0,0.0,0.0,5693.743,5600.0,2500.0,0.0,3500.0,3500.0,0.0,0.0,0.0,0.0,15553.0,15553.0,0.0,0.0,0.0,4852.71,0.0,0.0,0.0,51687.55,51687.55,51255.48,80000.0,80000.0,36709.0,900.0,0.0,200.0,2161.0,782.0,923.48,2000.0,1900.0,0.0,1000.0,1600.0,1538.51,10000.0,10000.0,9985.18,0.0,0.0,0.0,35000.0,43172.67,46327.19,"","",444.1,29200.0,29200.0,0.0,914.0,2654.23,0.0,30000.0,30000.0,30000.0,0.0,0.0,"",11197.0,11197.0,9215.0,304041.1,326305.0,232870.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,271.69,304241.1,326505.0,233141.693
"II","2008-09","RURAL DEVELOPMENT","2. Rural Employment: (d) Others (To be specified)",203150.75,0.0,0.0,80.0,63.0,55.62,23700.0,23900.0,2700.0,22940.0,"",0.0,0.0,0.0,0.0,191.0,191.0,63.0,1326.0,1326.0,0.0,0.0,0.0,0.0,1211.0,1211.0,4572.0,0.0,0.0,0.0,3000.0,3000.0,19700.99,0.0,0.0,2100.0,0.0,0.0,1604.35,0.0,0.0,15538.0,0.0,0.0,7466.0,0.0,0.0,0.0,880.0,880.0,632.07,"","",260.91,0.0,0.0,0.0,0.0,0.0,0.0,4400.0,1744.33,1744.33,7196.38,8615.29,9022.98,264.0,264.0,5000.0,105736.75,102236.75,0.0,5.12,6.0,5.85,2200.0,200.0,599.57,0.0,0.0,18296.46,4500.0,4500.0,13949.55,380781.0,148137.37,103311.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,380791.0,148147.37,103321.68
"II","2008-09","RURAL DEVELOPMENT","2. Rural Employment: Sub-Total",205650.75,0.0,0.0,350.0,362.04,344.62,43140.0,40840.0,16377.09,29665.0,20910.0,20910.0,28268.55,28268.55,20488.39,398.0,398.0,173.77,9245.65,9245.65,7019.603,6450.0,3350.0,0.0,5429.1,5429.1,5005.0,3043.51,3043.51,2734.45,21458.0,21458.0,22875.17,2510.0,2509.98,9462.69,0.0,0.0,2630.2,52704.55,52704.55,70995.0,102467.33,102467.33,44175.0,1070.0,0.0,373.0,3651.0,1864.0,1791.98,2000.0,1900.0,322.74,1065.0,1665.0,1603.51,12266.0,13949.0,14359.64,4400.0,1744.33,1744.33,46896.38,53610.42,57471.98,334.0,334.0,5554.1,147954.62,144454.62,0.0,1471.12,2958.5,2927.35,44645.0,42320.0,42732.72,0.0,0.0,18296.46,19867.0,19867.0,27159.05,796400.56,575653.58,397527.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,270.0,270.0,260.0,270.0,341.69,796660.56,575923.58,397869.533
"II","2008-09","RURAL DEVELOPMENT","3. Land Reforms",6305.0,1600.0,1441.37,77.0,97.0,97.0,70.0,100.0,100.0,4436.0,4722.16,4825.55,521.0,521.0,506.81,200.0,200.0,121.29,5730.0,5730.0,3476.6,74.0,74.0,0.83,505.5,505.5,571.0,390.0,390.0,191.15,2500.0,2500.0,2148.0,211.0,211.0,211.0,203.0,203.0,260.47,3539.0,3539.0,2623.81,0.6,0.6,7672.0,50.0,150.0,50.0,250.0,263.0,259.61,400.0,392.0,399.9,413.0,413.0,383.0,5878.85,4390.0,3648.52,0.0,0.0,"",411.93,200.0,261.38,710.0,2197.56,1573.0,0.0,0.0,0.0,93.68,110.45,62.2,10.0,3.0,722.11,0.0,0.0,0.0,3700.0,3700.0,1910.7,36679.56,32212.27,33517.3,225.0,225.0,292.2,0.0,0.0,"",6.0,6.0,4.2,25.0,25.0,34.31,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,49.93,296.0,316.0,380.64,36975.56,32528.27,33897.94
"II","2008-09","RURAL DEVELOPMENT","4. Other Rural Development Programmes: (a) Community Development & Panchayts",38602.56,31508.0,32463.56,533.0,533.0,533.0,10010.0,10010.0,9810.0,23757.97,23810.11,21467.35,27789.0,27789.0,17540.77,2407.92,2407.92,2884.25,37598.0,37598.0,36380.12,0.0,17482.5,41114.4,4251.99,4251.99,5039.0,3470.0,3470.0,2595.52,0.0,0.0,4144.0,0.0,8698.19,0.0,14518.0,14518.0,14242.66,62154.0,62154.0,45367.27,0.0,0.0,13042.0,150.0,150.0,94.95,544.0,875.0,1126.62,0.0,0.0,1424.66,2533.0,2533.0,2683.0,71.7,72.12,6.72,0.0,0.0,"",44147.15,31843.07,33763.0,3700.0,3725.0,4200.0,13892.97,13892.97,49506.83,6236.34,7053.85,7455.09,115431.0,192095.0,192637.82,23848.91,23848.91,587.05,0.0,0.0,0.0,435647.51,520319.63,540109.64,4070.0,4070.0,4343.35,"","",502.0,256.0,256.0,358.02,713.0,713.0,934.86,18110.0,18110.0,21666.31,230.0,230.0,0.0,4820.86,4297.35,4290.98,28199.86,27676.35,32095.52,463847.37,547995.98,572205.16
"II","2008-09","RURAL DEVELOPMENT","4. Other Rural Development Programmes: (b) Other Programmes of Rural Development",39541.0,34769.0,38276.62,340.0,3205.82,2770.38,6910.0,6910.0,3000.0,33500.0,28371.0,20046.06,2470.05,2470.05,2380.18,514.0,514.0,0.0,0.0,0.0,0.0,27821.0,33621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66039.0,66039.0,73224.22,116741.0,79042.44,37089.88,11754.0,11754.0,3564.06,0.0,0.0,1309.25,30215.42,30215.42,0.0,2650.0,3550.0,1954.0,5925.0,5925.0,10885.31,1615.0,1601.11,0.0,1258.0,1258.0,4204.52,0.0,0.0,0.0,47790.2,80386.15,80386.15,0.06,1200.06,16994.63,9272.5,10497.5,0.0,32503.91,32503.91,0.0,25.62,38.0,0.0,65050.0,65000.0,63100.0,8238.84,8238.84,0.0,60330.0,60330.0,41075.69,570504.6,567440.3,400260.95,556.0,556.0,662.0,302.0,302.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.6,250.0,327.75,323.31,1108.0,1185.75,1412.91,571612.6,568626.05,401673.86
"II","2008-09","RURAL DEVELOPMENT","4. Other Rural Development Programmes: Sub-Total",78143.56,66277.0,70740.18,873.0,3738.82,3303.38,16920.0,16920.0,12810.0,57257.97,52181.11,41513.41,30259.05,30259.05,19920.95,2921.92,2921.92,2884.25,37598.0,37598.0,36380.12,27821.0,51103.5,41114.4,4251.99,4251.99,5039.0,3470.0,3470.0,2595.52,66039.0,66039.0,77368.22,116741.0,87740.63,37089.88,26272.0,26272.0,17806.72,62154.0,62154.0,46676.52,30215.42,30215.42,13042.0,2800.0,3700.0,2048.95,6469.0,6800.0,12011.93,1615.0,1601.11,1424.66,3791.0,3791.0,6887.52,71.7,72.12,6.72,47790.2,80386.15,80386.15,44147.21,33043.13,50757.63,12972.5,14222.5,4200.0,46396.88,46396.88,49506.83,6261.96,7091.85,7455.09,180481.0,257095.0,255737.82,32087.75,32087.75,587.05,60330.0,60330.0,41075.69,1006152.11,1087759.93,940370.59,4626.0,4626.0,5005.35,302.0,302.0,602.0,256.0,256.0,358.02,713.0,713.0,934.86,18110.0,18110.0,21666.31,230.0,230.0,327.6,5070.86,4625.1,4614.29,29307.86,28862.1,33508.43,1035459.97,1116622.03,973879.02
"II","2008-09","RURAL DEVELOPMENT","TOTAL - II",290099.31,295785.0,273098.51,1844.0,4646.43,4218.0,61780.0,59510.0,30009.09,92625.97,79080.27,67823.62,60514.0,60514.0,42578.91,3992.92,3992.92,3577.09,78915.65,78915.65,56690.533,39595.0,59817.5,48126.28,11656.59,11656.59,11782.0,8780.33,8780.33,6630.61,90500.0,90500.0,102820.39,130280.0,96059.63,91059.63,26475.0,26475.0,23239.97,167944.57,167944.57,135383.28,142013.66,142013.66,95694.0,4230.0,4330.0,2783.95,10595.0,9152.0,14190.62,4615.0,4493.11,4176.72,5401.0,6001.0,9006.03,23354.55,21353.98,23958.11,54042.2,82681.13,82681.13,127893.47,110829.47,120715.65,14148.5,16886.06,11477.1,194351.5,190851.5,178005.52,7866.76,10183.5,10467.34,228948.0,303040.0,307022.943,32087.75,32087.75,18883.51,85147.0,85147.0,70955.64,1999697.73,2062728.05,1847056.176,4851.0,4851.0,5297.55,302.0,302.0,602.0,262.0,262.0,433.91,738.0,738.0,969.17,18110.0,18110.0,21666.31,230.0,230.0,327.6,5390.86,4975.1,4954.22,29883.86,29468.1,34250.76,2029581.59,2092196.15,1881306.936
"III","2008-09","SPECIAL AREAS PROGRAMMES"," SPECIAL AREAS PROGRAMMES",12000.0,12000.0,12000.0,9508.0,10371.0,9754.8,66747.0,71673.0,65009.23,67742.0,64645.43,71296.9,36495.35,36495.35,32238.81,600.04,600.04,636.76,2420.0,2420.0,5999.29,2250.0,1950.0,2191.62,1263.0,1441.0,1297.0,30148.4,30148.4,26616.74,33050.0,33050.0,52200.86,32411.0,28211.24,33211.24,6427.0,6427.0,2630.67,64547.0,64547.0,43407.22,129760.02,129760.02,18350.0,5769.0,6199.07,2307.18,5355.0,7260.0,1987.46,4923.0,5923.92,6541.54,11638.2,11043.2,9665.67,89493.0,111510.0,102948.48,0.0,0.0,0.0,11938.0,19480.93,24577.35,1972.0,2550.0,3400.0,6354.0,6354.0,0.0,9893.0,8996.0,9512.57,124192.0,97723.0,92638.68,1895.0,1895.0,0.0,68439.42,68439.42,69505.21,837230.43,841114.02,699925.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837230.43,841114.02,699925.28
"IV","2008-09","IRRIGATION & FLOOD CONTROL","1. Major and Medium Irrigation",1422983.96,1152974.0,809794.49,50.0,50.0,50.0,8730.0,9160.0,6386.49,129919.48,52779.89,51990.59,29204.45,29204.45,30303.43,9073.32,9073.32,792.41,467102.89,467102.89,690757.68,64000.0,66750.0,70518.32,13000.0,15599.0,8003.0,6210.0,6210.0,10200.24,34800.0,34800.0,27993.95,258633.0,202085.81,202085.81,12041.0,12041.0,11720.41,82290.87,82290.87,121477.1,371181.0,371181.0,619610.0,18758.0,21416.0,4068.12,40.0,5.0,0.11,1.0,1.0,0.98,0.0,0.0,5.0,30727.0,27565.0,31560.15,12418.0,7733.48,7733.48,72558.9,58845.99,58659.27,0.0,0.0,0.0,52118.64,30638.61,38411.92,2748.24,1341.35,965.31,199360.0,194223.0,197111.04,28531.57,28531.57,21628.22,9315.0,9315.0,6957.0,3335796.32,2890918.23,3028784.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.61,0.0,0.0,1662.61,110.0,0.0,3337458.93,2891028.23,3028784.52
"IV","2008-09","IRRIGATION & FLOOD CONTROL","2. Minor Irrigation",164626.04,132480.0,68436.14,3902.0,8050.65,7013.85,3077.0,4777.0,3187.6,15000.0,7119.05,8089.67,10831.0,10831.0,29609.15,5429.18,5429.18,3916.23,81686.72,81686.72,87508.2,0.0,0.0,0.0,14062.82,14062.82,14040.0,11368.0,11368.0,12253.6,10000.0,10000.0,7715.8,78931.0,59131.36,59131.36,7055.0,7055.0,3414.04,30593.4,30593.4,37688.68,49826.53,49826.53,46390.0,5564.0,5564.0,393.29,3700.0,4025.0,4077.68,2750.0,6539.36,6639.03,6417.0,6417.0,108.5,15893.8,19366.0,15413.28,8636.0,14586.9,14586.9,25033.47,16481.05,17621.14,954.0,1004.0,649.0,5720.7,5720.7,8461.55,3701.15,3536.33,2373.37,34850.0,35048.0,35461.43,31651.4,31651.4,27572.21,10973.0,10973.0,12909.63,642233.21,593323.45,534661.33,215.0,215.0,204.6,50.0,50.0,50.0,110.0,110.0,107.01,20.0,20.0,21.11,5300.0,5300.0,188.89,0.0,0.0,0.0,0.0,1660.71,1155.18,5695.0,7355.71,1726.79,647928.21,600679.16,536388.12
"IV","2008-09","IRRIGATION & FLOOD CONTROL","3. Command Area Development",1450.0,1366.0,968.05,250.0,250.0,250.0,15751.0,15928.0,10637.18,2000.0,2000.0,2595.46,2106.35,2106.35,3005.98,418.0,418.0,415.62,1065.0,1065.0,570.69,7500.0,7000.0,2731.87,350.0,350.0,2.0,2383.52,2383.52,642.0,200.0,200.0,11.98,7941.0,6940.64,6940.64,715.0,715.0,405.63,1000.0,1000.0,634.6,173000.0,173000.0,2260.0,750.0,750.0,1292.17,45.0,45.0,1.0,15.0,15.0,15.0,50.0,50.0,0.0,6800.0,5600.0,6994.66,8004.0,8553.26,8553.26,9695.0,7300.05,7239.78,30.0,30.0,36.0,2169.34,2866.65,1948.79,32.02,37.5,0.0,6187.0,6187.0,6471.0,385.0,385.0,150.0,1631.0,1631.0,1586.0,251923.23,248172.97,66359.36,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,19.62,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,19.62,251948.23,248197.97,66378.98
"IV","2008-09","IRRIGATION & FLOOD CONTROL","4. Flood Control (includes flood protection works)",58090.0,35330.0,20946.12,660.0,4659.7,4609.7,5000.0,4500.0,0.0,78260.03,48899.62,67046.48,51605.0,51605.0,28696.68,4877.0,4877.0,14748.01,10665.39,10665.39,8405.33,7500.0,7000.0,7000.0,2202.45,2202.45,2752.0,923.0,923.0,5641.92,15000.0,15000.0,4508.8,1370.0,1370.04,1370.04,5951.0,5951.0,2457.44,104596.8,104596.8,64997.73,1475.9,1475.9,1736.0,1648.0,9639.25,21940.4,315.0,315.0,312.16,"","","",204.0,204.0,5404.3,84650.0,103107.0,103318.68,5961.0,10997.42,10997.42,1007.0,184.0,163.22,800.0,800.0,2588.0,12677.77,5565.23,0.0,1007.36,1088.01,922.15,33563.0,32982.0,31497.0,800.01,800.01,1814.67,34750.0,34750.0,19022.9,525559.71,499487.82,432897.15,294.0,294.0,293.62,0.0,0.0,0.0,0.0,0.0,"",135.0,135.0,15.65,3360.0,3360.0,4183.98,600.0,600.0,399.79,1033.0,1465.73,1482.71,5422.0,5854.73,6375.75,530981.71,505342.55,439272.9
"IV","2008-09","IRRIGATION & FLOOD CONTROL","TOTAL - IV ",1647150.0,1322150.0,900144.8,4862.0,13010.35,11923.55,32558.0,34365.0,20211.27,225179.51,110798.56,129722.2,93746.8,93746.8,91615.24,19797.5,19797.5,19872.27,560520.0,560520.0,787241.9,79000.0,80750.0,80250.19,29615.27,32214.27,24797.0,20884.52,20884.52,28737.76,60000.0,60000.0,40230.53,346875.0,269527.85,269527.85,25762.0,25762.0,17997.52,218481.07,218481.07,224798.11,595483.43,595483.43,669996.0,26720.0,37369.25,27693.98,4100.0,4390.0,4390.95,2766.0,6555.36,6655.01,6671.0,6671.0,5517.8,138070.8,155638.0,157286.77,35019.0,41871.06,41871.06,108294.37,82811.09,83683.41,1784.0,1834.0,3273.0,72686.45,44791.19,48822.26,7488.77,6003.19,4260.83,273960.0,268440.0,270540.47,61367.98,61367.98,51165.1,56669.0,56669.0,40475.53,4755512.47,4231902.47,4062702.36,509.0,509.0,498.22,50.0,50.0,50.0,130.0,130.0,126.63,270.0,270.0,36.76,8660.0,8660.0,4372.87,600.0,600.0,399.79,2585.61,3126.44,2637.89,12804.61,13345.44,8122.16,4768317.08,4245247.91,4070824.52
