"sl_no","Fin_year","Major_head","HeadsofDevelopment-all-figures-in-Rs-lakhs","Andhra-Pradesh-Approved-Outlay","Andhra-Pradesh-Revised-Outlay","Andhra-Pradesh-Expenditure","Arunachal-Pradesh-Approved-Outlay","Arunachal-Pradesh-Revised-Outlay","Arunachal-Pradesh-Expenditure","Assam-Approved-Outlay","Assam-Revised-Outlay","Assam-Expenditure","Bihar-Approved-Outlay","Bihar-Revised-Outlay","Bihar-Expenditure","Chhatisgarh-Approved-Outlay","Chhatisgarh-Revised-Outlay","Chhatisgarh-Expenditure","Goa-Approved-Outlay","Goa-Revised-Outlay","Goa-Expenditure","Gujarat-Approved-Outlay","Gujarat-Revised-Outlay","Gujarat-Expenditure","Haryana-Approved-Outlay","Haryana-Revised-Outlay","Haryana-Expenditure","Himachal-pradesh-Approved-Outlay","Himachal-pradesh-Revised-Outlay","Himachal-pradesh-Expenditure","Jammu-Kashmir-Approved-Outlay","Jammu-Kashmir-Revised-Outlay","Jammu-Kashmir-Expenditure","Jharkhand-Approved-Outlay","Jharkhand-Revised-Outlay","Jharkhand-Expenditure","Karnataka-Approved-Outlay","Karnataka-Revised-Outlay","Karnataka-Expenditure","Kerala-Approved-Outlay","Kerala-Revised-Outlay","Kerala-Expenditure","MP-Approved-Outlay","MP-Revised-Outlay","MP-Expenditure","Maharashtra-Approved-Outlay","Maharashtra-Revised-Outlay","Maharashtra-Expenditure","Manipur-Approved-Outlay","Manipur-Revised-Outlay","Manipur-Expenditure","Meghalaya-Approved-Outlay","Meghalaya-Revised-Outlay","Meghalaya-Expenditure","Mizoram-Approved-Outlay","Mizoram-Revised-Outlay","Mizoram-Expenditure","Nagaland-Approved-Outlay","Nagaland-Revised-Outlay","Nagaland-Expenditure","Orissa-Approved-Outlay","Orissa-Revised-Outlay","Orissa-Expenditure","Punjab-Approved-Outlay","Punjab-Revised-Outlay","Punjab-Expenditure","Rajasthan-Approved-Outlay","Rajasthan-Revised-Outlay","Rajasthan-Expenditure","Sikkim-Approved-Outlay","Sikkim-Revised-Outlay","Sikkim-Expenditure","TamilNadu-Approved-Outlay","TamilNadu-Revised-Outlay","TamilNadu-Expenditure","Tripura-Approved-Outlay","Tripura-Revised-Outlay","Tripura-Expenditure","UP-Approved-Outlay","UP-Revised-Outlay","UP-Expenditure","Uttrakhand-Approved-Outlay","Uttrakhand-Revised-Outlay","Uttrakhand-Expenditure","WB-Approved-Outlay","WB-Revised-Outlay","WB-Expenditure","Total-States-Approved-Outlay","Total-States-Revised-Outlay","Total-States-Expenditure","AandN-Islands-Approved-Outlay","AandN-Islands-Revised-Outlay","AandN-Islands-Expenditure","Chandigarh-Approved-Outlay","Chandigarh-Revised-Outlay","Chandigarh-Expenditure","DandN-Haveli-Approved-Outlay","DandN-Haveli-Revised-Outlay","DandN-Haveli-Expenditure","DandDiu-Approved-Outlay","DandDiu-Revised-Outlay","DandDiu-Expenditure","Delhi-Approved-Outlay","Delhi-Revised-Outlay","Delhi-Expenditure","Lakshadweep-Approved-Outlay","Lakshadweep-Revised-Outlay","Lakshadweep-Expenditure","Puducherry-Approved-Outlay","Puducherry-Revised-Outlay","Puducherry-Expenditure","Total-UTs-Approved-Outlay","Total-UTs-Revised-Outlay","Total-UTs-Expenditure","Total-States-UTs-Approved-Outlay","Total-States-UTs-Revised-Outlay","Total-States-UTs-Expenditure"
"V","2009-10","ENERGY","  ENERGY",17206.0,17206.0,3026.13,22179.93,35971.3,35971.0,17274.0,17274.0,16507.03,86444.72,86294.0,84994.34,21180.25,21180.25,18142.1,15791.9,15791.9,20122.36,93550.0,93550.0,96327.46,140180.96,105534.96,103227.11,35486.0,25476.0,21774.0,52042.75,52042.75,51022.24,72500.0,72500.0,53190.0,363012.0,354782.0,355283.49,97506.0,97506.0,73363.44,135096.63,135096.63,157311.5,247945.0,247945.0,227938.0,17350.0,17357.0,14976.21,55240.0,46806.0,31365.4,6911.0,6911.0,10161.73,7418.0,7676.47,8092.0,197342.01,19924.0,24557.5,259675.0,259500.0,126721.89,748397.14,740097.0,776324.0,5048.08,10748.08,8579.54,252757.11,252757.0,277828.0,3100.5,3956.42,8947.2,562891.0,460317.0,595351.15,46647.99,46647.99,38283.73,189390.0,110441.0,148300.38,3769563.97,3361289.75,3387688.93,4420.0,4420.0,3890.42,1526.0,1526.0,1078.67,1867.0,1867.0,4178.76,2229.0,2229.0,2195.0,46100.0,46100.0,339.36,3148.0,3148.0,948.0,14956.9,6107.4,6106.36,74246.9,65397.4,18736.57,3843810.87,3426687.15,3406425.5
"VI","2009-10","INDUSTRY & MINERALS","1. Village & Small Enterprises    ",55328.47,55328.47,20041.29,630.0,811.56,827.0,3410.0,4860.0,680.0,4404.2,1607.42,1187.34,2248.77,2248.77,2255.81,2029.6,2029.6,1746.17,21025.0,21025.0,18467.11,3600.0,5394.0,150.0,2018.0,1980.41,2006.0,3808.8,3808.8,4204.13,6236.0,6236.0,4196.0,21289.0,13983.0,20318.12,27827.0,27827.0,20609.44,9691.63,9691.63,9753.27,14988.0,14988.0,4194.0,1972.08,2298.08,2818.49,1650.0,1750.0,1837.39,1680.0,1680.0,1795.3,3292.0,2961.16,2296.08,3455.0,4825.83,4140.0,890.2,2525.57,0.0,1424.93,1424.93,1638.94,1080.37,1285.12,1005.47,23281.07,42807.0,27616.0,1611.74,1593.82,2154.09,7013.0,4779.0,5088.29,1869.48,1869.48,"",17590.0,22310.0,10470.17,245344.34,263929.65,171495.9,550.0,550.0,617.51,0.0,0.0,0.0,69.0,69.0,69.48,63.0,63.0,49.26,4600.0,4600.0,3969.49,167.0,167.0,165.84,3716.65,2152.35,2147.4,9165.65,7601.35,7018.98,254509.99,271531.0,178514.88
"VI","2009-10","INDUSTRY & MINERALS","2. Other Industries (Other than VSE)",21462.09,21462.09,3012.53,20.0,43.36,28.0,8088.0,7988.0,10279.08,41817.8,26614.58,42746.81,12321.7,12321.7,7907.42,1764.0,1764.0,915.9,50481.2,50481.2,59007.55,2150.0,2150.0,4797.22,114.0,112.09,102.0,4432.0,4432.0,5080.79,4764.0,4764.0,9058.0,60887.0,18855.0,11889.94,0.0,0.0,6683.0,6452.62,6452.62,7083.81,0.0,0.0,11146.0,7189.75,60.0,60.0,1500.0,2250.0,2250.0,10.0,10.0,10.0,0.0,1513.93,1295.03,150.0,170.0,62.52,0.0,0.0,0.0,215.57,448.0,2037.75,207.0,207.0,100.8,36318.39,33169.0,32570.0,3341.0,3341.0,4648.37,334416.0,325700.0,352360.96,25.0,25.0,1729.1,51696.38,50744.47,27760.67,649823.5,575079.04,604623.25,0.0,0.0,0.0,50.0,50.0,98.0,0.0,0.0,0.0,937.0,937.0,440.0,100.0,100.0,5355.71,0.0,0.0,0.0,9490.35,7202.65,7200.65,10577.35,8289.65,13094.36,660400.85,583368.69,617717.61
"VI","2009-10","INDUSTRY & MINERALS","3. Minerals",687.2,687.2,967.04,200.0,159.75,160.0,2565.0,65.0,62.48,0.0,0.0,0.0,7485.0,7485.0,12588.81,126.5,126.5,158.18,3718.0,3718.0,2890.81,3.0,60.0,0.0,4.0,4.0,4.0,1071.0,1071.0,781.29,600.0,600.0,254.0,430.0,0.0,430.37,105.0,105.0,76.86,615.0,615.0,581.0,0.0,0.0,275.0,30.0,7159.75,29.99,240.0,300.0,320.98,70.0,70.0,62.19,951.0,0.0,1032.0,230.0,230.0,137.56,0.0,0.0,0.0,12369.88,12369.88,17781.78,71.69,111.69,111.56,87.06,74.0,75.0,"",0.0,0.0,0.0,0.0,0.0,150.0,150.0,"",39.63,116.71,71.85,31848.96,35278.48,38852.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31848.96,35278.48,38852.75
"VI","2009-10","INDUSTRY & MINERALS","TOTAL - (VI) ",77477.76,77477.76,24020.86,850.0,1014.67,1015.0,14063.0,12913.0,11021.56,46222.0,28222.0,43934.15,22055.47,22055.47,22752.04,3920.1,3920.1,2820.25,75224.2,75224.2,80365.47,5753.0,7604.0,4947.22,2136.0,2096.5,2112.0,9311.8,9311.8,10066.21,11600.0,11600.0,13508.0,82606.0,32838.0,32638.43,27932.0,27932.0,27369.3,16759.25,16759.25,17418.08,14988.0,14988.0,15615.0,9191.83,9517.83,2908.48,3390.0,4300.0,4408.37,1760.0,1760.0,1867.49,4243.0,4475.09,4623.11,3835.0,5225.83,4340.08,890.2,2525.57,0.0,14010.38,14242.81,21458.47,1359.06,1603.81,1217.83,59686.52,76050.0,60261.0,4952.74,4934.82,6802.46,341429.0,330479.0,357449.25,2044.48,2044.48,1729.1,69326.01,73171.18,38302.69,927016.8,874287.17,814971.9,550.0,550.0,617.51,50.0,50.0,98.0,69.0,69.0,69.48,1000.0,1000.0,489.26,4700.0,4700.0,9325.2,167.0,167.0,165.84,13207.0,9355.0,9348.05,19743.0,15891.0,20113.34,946759.8,890178.17,835085.24
"VII","2009-10","TRANSPORT","1. Minor Ports",18450.0,18450.0,6826.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,286.0,40.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,650.0,650.0,3426.0,3426.0,3739.59,0.0,0.0,0.0,4392.0,4392.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,587.29,263.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,141.0,2262.0,0.0,0.0,0.0,"",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27729.03,27932.29,15541.26,1394.0,1394.0,1693.33,0.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,50.98,0.0,0.0,0.0,758.0,758.0,8429.24,374.0,387.0,386.79,2587.0,2600.0,10560.34,30316.03,30532.29,26101.6
"VII","2009-10","TRANSPORT","2. Civil Aviation",0.0,0.0,2406.27,200.0,682.54,683.0,0.0,0.0,0.0,969.0,86.26,49.26,405.7,405.7,75.31,540.0,540.0,521.11,3225.0,3225.0,3760.0,25.0,350.0,349.85,63.0,555.65,556.0,565.0,565.0,374.05,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,700.0,700.0,560.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,67.35,0.0,0.0,0.0,200.0,200.0,199.0,973.52,1580.03,1409.42,0.0,0.0,0.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,10128.0,10128.0,10128.0,519.01,519.01,274.58,201.0,201.0,200.96,33834.23,34858.19,26664.76,2000.0,2000.0,2459.81,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,119.0,0.0,0.0,0.0,1445.0,1445.0,1412.35,0.0,0.0,0.0,3545.0,3545.0,3991.16,37379.23,38403.19,30655.92
"VII","2009-10","TRANSPORT","3. Roads and Bridges  ",117099.17,117099.17,185075.68,11789.0,52930.81,52931.0,74623.0,74121.0,43030.44,332667.8,370726.69,368210.48,111083.83,111083.83,88205.78,20307.57,20307.57,22880.89,191850.0,191850.0,232033.0,154000.0,130123.91,116025.72,47950.0,55396.02,58088.0,85083.5,85083.5,97615.8,64000.0,64000.0,51352.0,269505.0,293288.0,210249.12,58686.0,58686.0,97173.8,198479.17,198479.17,211164.37,392802.0,392802.0,337091.0,7760.0,30201.0,10163.84,10304.0,18000.0,17843.58,5887.0,5887.0,6649.41,12002.0,14470.35,14480.35,90292.0,97687.8,93636.12,47730.0,54423.0,42044.29,61743.58,67736.73,70344.67,3836.07,4028.08,3507.34,203276.68,177926.0,199428.0,18391.43,19346.8,30784.04,413765.0,433765.0,353555.0,66802.21,66802.21,79662.87,73625.0,69164.0,69034.95,3145341.01,3275415.64,3162261.54,10107.0,10107.0,10411.95,186.0,186.0,561.2,3603.0,3603.0,3700.0,4584.0,4584.0,4361.35,182690.0,182690.0,260110.1,1000.0,1000.0,1111.38,19371.08,7724.66,7188.24,221541.08,209894.66,287444.22,3366882.09,3485310.3,3449705.76
"VII","2009-10","TRANSPORT","4. Road Transport",0.0,0.0,0.0,500.0,592.0,0.0,5630.0,5630.0,2872.0,1126.6,692.6,692.0,0.0,0.0,0.0,2910.85,2910.85,2121.25,22850.0,22850.0,28700.0,17500.0,14700.0,14608.53,4258.0,4259.6,6060.0,500.0,500.0,559.0,6000.0,6000.0,41091.0,110205.0,20700.0,93739.0,2008.0,2008.0,1668.38,0.0,0.0,0.0,22986.0,22986.0,5380.0,0.0,0.0,0.0,400.0,300.0,300.0,500.0,500.0,601.4,782.0,782.0,782.0,1100.0,1349.68,1198.49,439.0,302.0,213.57,9216.02,9000.02,6712.37,243.84,243.84,243.33,0.0,22932.0,27908.0,200.0,100.0,100.0,19640.0,30494.0,16085.36,0.0,0.0,0.0,11688.5,14088.5,14585.8,240683.81,183921.09,266221.48,1305.0,1305.0,2079.6,600.0,600.0,451.52,0.0,0.0,0.0,7.0,7.0,0.0,44186.0,44186.0,0.0,105.0,105.0,101.0,1584.44,791.24,784.15,47787.44,46994.24,3416.27,288471.25,230915.33,269637.75
"VII","2009-10","TRANSPORT","5. Inland Water Transport",0.0,0.0,0.0,0.0,0.0,0.0,880.0,880.0,771.4,0.0,0.0,0.0,0.0,0.0,0.0,845.0,845.0,668.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10925.0,10925.0,8839.38,0.0,0.0,0.0,1185.0,1185.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,60.0,60.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5544.19,0.0,0.0,0.0,2906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.5,505.5,505.41,19949.69,18311.5,11003.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19949.69,18311.5,11003.26
"VII","2009-10","TRANSPORT","6. Other Transport Services",13726.72,13726.72,15863.72,72.0,153.58,746.0,0.0,"",2428.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510.0,4.4,1005.0,347.0,347.0,336.87,0.0,0.0,0.0,101.0,101.0,101.13,100.0,100.0,50.0,0.0,0.0,0.0,96587.0,96587.0,46525.0,1294.05,1818.05,1817.33,3064.0,3064.0,3049.38,110.0,110.0,92.83,447.0,949.97,806.45,1000.0,100.0,542.07,150000.0,34316.0,41069.0,0.0,0.0,67.54,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.0,1639.03,0.0,0.0,0.0,950.03,950.03,2258.72,5003.0,10758.0,10107.91,276369.8,163093.75,128505.98,16500.0,16500.0,13955.16,63.0,63.0,50.18,11.0,11.0,15.87,0.0,0.0,0.0,80000.0,80000.0,160704.01,7800.0,7800.0,0.0,0.0,0.0,0.0,104374.0,104374.0,174725.22,380743.8,267467.75,303231.2
"VII","2009-10","TRANSPORT","TOTAL - (VII)",149275.89,149275.89,210171.95,12561.0,54358.93,54360.0,81133.0,80631.0,49101.84,334763.4,371505.55,368951.74,111489.53,111489.53,88281.09,24897.42,24897.42,26231.43,217925.0,217925.0,264493.0,171525.0,145173.91,130984.1,54781.0,61215.67,65709.0,86495.5,86495.5,98885.72,80000.0,80000.0,92443.0,380461.0,314739.0,304739.25,75145.0,75145.0,111521.15,199179.17,199179.17,211724.97,517952.0,517952.0,390790.0,9054.05,32019.05,11981.17,13768.0,21364.0,21192.96,6622.0,6622.0,7415.99,13231.0,16202.32,16068.8,93177.0,99984.77,96018.96,199142.52,90621.03,84736.28,70959.6,76736.75,77124.58,9079.91,9271.92,8750.67,208820.9,200999.0,229598.0,19641.43,22352.8,32523.07,443533.0,474387.0,379768.36,68271.25,68271.25,82196.17,91023.0,94717.0,94435.03,3743907.57,3703532.46,3610198.28,31306.0,31306.0,30599.85,849.0,849.0,1062.9,3614.0,3614.0,3715.87,4752.0,4752.0,4531.33,306876.0,306876.0,420814.11,11108.0,11108.0,11053.97,21329.52,8902.9,8359.18,379834.52,367407.9,480137.21,4123742.09,4070940.36,4090335.49
"VIII","2009-10","SCIENCE,TECHNOLOGY & ENVIRONMENT","1. Scientific Research ",768.5,768.5,52.5,796.0,863.02,863.0,1980.0,2200.0,9732.67,200.0,200.0,295.5,731.0,731.0,497.19,176.4,176.4,165.13,2941.0,2941.0,20384.36,2800.0,2800.0,2800.0,0.0,0.0,0.0,432.2,432.2,635.68,150.0,150.0,150.0,2467.0,2217.0,2217.15,5683.0,5683.0,4642.16,2063.0,2063.0,5043.25,2349.0,2349.0,250.0,964.0,95.0,109.98,280.0,275.0,286.36,200.0,200.0,200.0,307.0,307.0,307.0,1862.19,1862.19,1563.58,285.0,219.0,88.0,200.0,315.0,341.23,300.6,300.6,275.66,395.87,396.0,447.0,278.5,296.08,287.58,2104.0,1892.0,2103.93,569.46,569.46,279.07,1520.0,1520.0,1273.79,32803.72,31821.45,55291.77,70.0,70.0,58.92,25.0,25.0,28.97,19.0,19.0,13.53,30.0,30.0,33.17,0.0,0.0,"",420.0,420.0,328.57,45.0,45.0,44.85,609.0,609.0,508.01,33412.72,32430.45,55799.78
"VIII","2009-10","SCIENCE,TECHNOLOGY & ENVIRONMENT","2. Information Technology & E-Governance",0.0,0.0,0.0,0.0,0.0,0.0,8859.0,8859.0,20.0,12496.0,8011.96,6378.31,3951.3,3951.3,618.5,7193.0,7193.0,5097.15,27284.5,27284.5,4559.0,0.0,0.0,801.42,1600.0,1600.0,1137.0,1512.0,1512.0,0.0,6000.0,6000.0,1120.0,6215.0,8587.0,8587.0,9619.0,9619.0,11585.5,4140.0,4140.0,0.0,0.0,0.0,257.0,0.0,869.0,0.0,1064.0,1009.0,300.0,540.0,540.0,267.11,668.0,683.0,265.89,4955.0,5855.0,5767.5,2736.15,1970.6,270.91,5979.91,"",103.82,500.17,650.17,225.97,2426.0,2426.0,1676.0,707.0,647.21,143.86,0.0,0.0,0.0,1447.02,1447.02,498.74,6670.0,5600.0,5525.8,116563.05,108454.76,55206.48,502.0,502.0,57.37,380.0,380.0,505.65,0.0,0.0,0.0,39.0,39.0,30.79,10500.0,10500.0,3970.67,550.0,550.0,539.67,502.8,514.94,514.24,12473.8,12485.94,5618.39,129036.85,120940.7,60824.87
"VIII","2009-10","SCIENCE,TECHNOLOGY & ENVIRONMENT","3. Ecology & Environment",0.0,0.0,125.89,50.0,35.0,35.0,20.0,0.0,0.0,500.0,500.0,500.0,100.0,100.0,100.0,322.0,322.0,252.09,1000.0,1000.0,423.25,315.0,315.0,314.21,0.0,0.0,0.0,100.0,100.0,92.84,10.0,10.0,0.0,1096.0,1517.0,811.08,1015.0,1015.0,416.62,935.12,935.12,1319.14,1104.0,1104.0,566.0,585.0,885.0,680.0,75.0,75.0,74.88,4.0,4.0,4.0,0.0,0.0,0.0,1043.0,943.0,856.97,1121.0,67.0,0.0,20.0,110.0,0.0,51.21,51.21,54.44,267.12,267.0,307.0,68.0,94.0,94.0,735.0,287.0,195.58,0.0,0.0,0.0,1430.0,2810.0,2212.21,11966.45,12546.33,9435.2,0.0,0.0,0.0,142.0,142.0,103.98,0.0,0.0,0.0,15.0,15.0,98.27,1500.0,1500.0,1182.37,167.0,167.0,116.63,55.0,55.0,54.89,1879.0,1879.0,1556.14,13845.45,14425.33,10991.34
"VIII","2009-10","SCIENCE,TECHNOLOGY & ENVIRONMENT","4. Forestry & Wildlife",6811.01,6811.01,5215.51,6020.0,4006.96,4007.0,5610.0,5610.0,5025.07,3396.2,3172.58,2850.61,23719.0,23719.0,26657.08,1682.55,1682.55,1641.48,3200.0,3200.0,3200.0,9845.0,9845.0,9338.6,11688.0,11499.74,11426.0,2250.0,2250.0,2435.15,11490.0,11490.0,7746.0,19891.0,21537.0,22243.39,4972.0,4972.0,4506.14,24254.82,24254.82,0.0,24393.0,24393.0,10894.0,1320.0,1450.0,1443.57,3000.0,4000.0,3733.17,1070.0,1070.0,975.8,2338.0,2583.56,2772.01,16400.0,16547.81,15672.04,5569.5,5729.4,4083.89,8429.53,5000.0,5575.04,1676.71,1871.71,1439.88,12766.62,14929.0,14960.0,9227.8,5827.8,5043.47,25971.0,25590.0,19810.46,10254.78,10254.78,8761.72,6245.0,6312.59,5830.82,263491.52,259610.31,207287.9,2116.0,2116.0,2577.29,501.0,501.0,736.92,447.0,447.0,394.53,63.0,63.0,0.0,900.0,900.0,1675.7,70.0,70.0,70.0,142.0,142.0,140.21,4239.0,4239.0,5594.65,267730.52,263849.31,212882.55
"VIII","2009-10","SCIENCE,TECHNOLOGY & ENVIRONMENT","TOTAL - (VIII) ",7579.51,7579.51,5393.9,6866.0,4904.98,4905.0,16469.0,16669.0,14777.74,16592.2,11884.54,10024.42,28501.3,28501.3,27872.77,9373.95,9373.95,7155.85,34425.5,34425.5,28566.61,12960.0,12960.0,13254.23,13288.0,13099.74,12563.0,4294.2,4294.2,3163.67,17650.0,17650.0,9016.0,29669.0,33858.0,33858.62,21289.0,21289.0,21150.42,31392.94,31392.94,6362.39,27846.0,27846.0,11967.0,2869.0,3299.0,2233.55,4419.0,5359.0,4394.41,1814.0,1814.0,1446.91,3313.0,3573.56,3344.9,24260.19,25208.0,23860.09,9711.65,7986.0,4442.8,14629.44,5425.0,6020.09,2528.69,2873.69,1995.95,15855.61,18018.0,17390.0,10281.3,6865.09,5568.91,28810.0,27769.0,22109.97,12271.26,12271.26,9539.53,15865.0,16242.59,14842.62,424824.74,412432.85,327221.35,2688.0,2688.0,2693.58,1048.0,1048.0,1375.52,466.0,466.0,408.06,147.0,147.0,162.23,12900.0,12900.0,6828.74,1207.0,1207.0,1054.87,744.8,756.94,754.19,19200.8,19212.94,13277.19,444025.54,431645.79,340498.54
"IX","2009-10","GENERAL ECONOMIC SERVICES","1. Secretariat Economic Services",47991.08,47991.08,75553.69,347.0,647.76,648.0,19772.0,21307.0,19442.0,48130.15,11662.15,14530.22,4550.0,4550.0,4448.15,707.2,707.2,667.6,818.04,818.04,612.81,235.0,123.0,14.7,350.0,1.0,1.0,33419.19,33419.19,6942.6,10900.0,10900.0,316.0,50.0,291.0,50.0,35370.0,35370.0,31152.72,10805.48,10805.48,10322.82,"",0.0,0.0,72975.46,870.46,64444.0,371.0,411.0,317.17,1552.0,1552.0,853.7,"",256.0,6329.98,400.0,400.0,245.56,9145.4,6534.6,4957.68,60.61,35.61,23.94,4380.95,4285.0,392.6,554.44,431.0,534.0,2350.4,641.9,621.17,5105.0,3344.0,3568.28,220.0,220.0,128.21,207.9,183.97,81.22,310768.3,197758.44,247199.82,320.0,320.0,507.16,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,133.0,133.0,132.97,7.0,7.0,8.68,2045.44,60.0,59.83,2509.44,524.0,710.64,313277.74,198282.44,247910.46
"IX","2009-10","GENERAL ECONOMIC SERVICES","2. Tourism",417.95,417.95,434.48,450.0,787.45,1069.0,723.0,1473.0,1470.32,2978.0,2978.0,0.0,5233.0,5233.0,4614.0,4976.3,4976.3,23083.81,17282.8,17282.8,12782.8,1275.0,2595.47,2595.42,740.0,737.17,741.0,11267.0,11267.0,14315.48,3500.0,3500.0,811.0,17980.0,17480.0,17480.0,6501.0,6501.0,7034.08,3276.0,3276.0,3273.22,22759.0,22759.0,29671.0,160.0,210.0,160.0,1200.0,800.0,792.66,390.0,390.0,409.15,488.0,617.02,635.43,3250.0,3340.0,3115.0,1927.49,580.0,0.0,2523.51,1800.0,2071.8,2030.5,2775.5,2698.26,3580.33,3350.0,3161.0,2079.35,2036.04,517.75,3664.0,17687.0,17699.24,7376.09,7376.09,3990.82,3150.0,613.78,2164.23,131178.32,142839.57,156790.95,1130.0,1130.0,1446.78,100.0,100.0,148.9,196.0,196.0,263.97,340.0,340.0,301.8,525.0,525.0,492.83,306.0,306.0,286.53,4125.13,2199.75,2186.6,6722.13,4796.75,5127.41,137900.45,147636.32,161918.36
"IX","2009-10","GENERAL ECONOMIC SERVICES","3. Census, Surveys & Statistics",476.62,476.62,513.75,120.0,151.53,152.0,495.0,545.0,377.98,594.0,158.34,33.77,35.25,35.25,89.27,1077.72,1077.72,1274.96,292.28,292.28,159.77,18.0,8.0,4.8,0.0,0.0,0.0,14701.42,14701.42,384.23,0.0,0.0,0.0,20.0,41.0,20.0,68.0,68.0,58.26,20851.0,20851.0,20839.22,1242.0,1242.0,324.0,75.0,75.0,75.0,150.0,135.0,220.89,180.0,180.0,190.0,256.0,0.0,286.0,118.0,194.42,4.04,200.1,189.0,62.54,205.58,100.0,89.09,204.82,234.82,279.5,70.83,71.0,66.0,40.0,39.0,17.46,1061.0,740.0,726.62,69.83,69.83,0.0,20.0,17.14,16.78,42642.45,41693.37,26265.93,80.0,80.0,78.83,1.0,1.0,0.0,2.0,2.0,2.63,9.0,9.0,7.29,0.0,0.0,0.0,18.0,18.0,15.94,23.58,25.0,24.55,133.58,135.0,129.24,42776.03,41828.37,26395.17
"IX","2009-10","GENERAL ECONOMIC SERVICES","4. Civil Supplies",8296.0,8296.0,13153.83,190.0,579.45,579.0,285.0,285.0,274.74,1161.67,3484.67,3484.67,15146.96,15146.96,50014.06,2.0,2.0,1.74,17205.75,17205.75,14448.45,0.0,0.0,0.0,7.0,5.85,6.0,0.0,0.0,0.0,27465.0,27465.0,21212.0,0.0,0.0,0.0,437.0,437.0,446.91,0.0,0.0,0.0,"",0.0,0.0,6.0,306.0,6.0,120.0,250.0,105.32,320.0,320.0,282.47,248.0,248.0,321.69,84.0,84.0,60.52,333.7,206.81,205.02,750.0,650.0,560.92,735.69,800.69,294.54,4035.08,4035.0,5195.0,33.48,41.12,40.52,0.0,0.0,0.0,340.02,340.02,11.12,830.8,830.8,412.01,78033.15,81020.12,111116.53,400.0,400.0,558.79,75.0,75.0,90.68,2.0,2.0,8.55,6.0,6.0,6.0,0.0,0.0,0.0,215.0,215.0,311.97,1166.1,1691.0,1680.69,1864.1,2389.0,2656.68,79897.25,83409.12,113773.21
"IX","2009-10","GENERAL ECONOMIC SERVICES","5. Other General Economic Services :",15.0,15.0,17.13,112329.07,5889.85,5609.0,7015.0,7015.0,6036.54,4241.0,0.0,0.0,78.0,78.0,22.07,600.96,600.96,90.18,35634.27,35634.27,31028.49,27511.04,27511.04,27507.24,8453.0,8253.0,8551.0,4410.0,4410.0,6020.0,0.0,0.0,0.0,52300.0,53995.0,54236.19,68.0,68.0,69.24,1059.0,1059.0,806.03,35432.0,35432.0,26658.0,854.0,854.0,854.0,3275.0,2095.0,1097.13,4002.0,4002.0,4891.55,35856.0,12643.12,2489.96,23633.6,20926.0,16287.85,0.0,0.0,0.0,505.43,3102.02,4363.98,29.8,29.8,529.8,18.0,18.0,"",14.6,17.96,18.31,74216.0,0.0,0.0,0.0,0.0,0.0,710.2,507.87,335.82,432260.97,224156.89,197519.51,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,0.99,5.0,5.0,6.0,0.0,0.0,0.0,4.0,4.0,4.02,5.0,5.0,4.99,20.0,20.0,16.0,432280.97,224176.89,197535.51
